Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.71,24.1,7.55,0.75,14.22,0.0,33.37,0.0,2.6510943935238285e-11,4.640554025896059e-12,1.6610591428302825e-11,0.27210982061158095
1.42,33.6,5.02,2.55,19.97,0.0,21.72,0.0,2.5765564698547384e-11,4.699197296491254e-12,7.698996118256421e-12,0.12977132733061453
2.14,44.8,3.38,7.39,23.97,0.0,15.26,0.0,3.039426946786067e-11,5.1775621281858e-12,4.586278160775405e-12,0.06553193521575852
2.85,54.4,2.9,10.7,26.52,0.0,10.49,0.0,3.3651342454516845e-11,5.300609509734958e-12,3.5878269528712816e-12,0.04630345579115553
3.55,57.4,2.89,12.26,27.06,0.0,8.02,0.0,3.007771823490149e-11,4.714461138723075e-12,3.028731905883809e-12,0.043732092428585286
4.26,61.4,3.44,12.02,28.45,0.0,6.75,0.0,2.8679831671312738e-11,4.177879149639197e-12,3.213635861541232e-12,0.04866361621326339
4.97,63.8,3.64,14.16,29.24,0.0,4.61,0.0,2.654204759160269e-11,4.0949522046903965e-12,3.0286223584148524e-12,0.04955585937704817
5.69,65.5,3.82,15.95,29.3,0.0,4.19,0.0,2.443541889060235e-11,3.893762143467879e-12,2.8501771041862894e-12,0.05065663880520372
6.4,67.6,3.54,18.56,30.76,0.0,2.51,0.0,2.3139974325139966e-11,4.139905147141165e-12,2.423535772514659e-12,0.045485280057322816
7.11,69.2,2.91,22.61,29.42,0.0,1.98,0.0,2.182689921107752e-11,4.302717027244212e-12,1.8357305405848435e-12,0.03652592318897291
7.82,70.3,2.79,26.3,28.8,0.0,1.14,0.0,2.0481103479693792e-11,4.585205389009105e-12,1.625669380038284e-12,0.03447173839288969
8.52,71.4,2.93,28.44,27.59,0.0,1.1,0.0,1.9391271348646338e-11,4.524301529130521e-12,1.5914965000429627e-12,0.0356437768060652
9.25,73.2,3.0,29.27,27.31,0.0,0.81,0.0,1.8772835916364953e-11,4.308137656908292e-12,1.5387570423249961e-12,0.035597908352725555
9.95,73.0,2.81,30.7,26.87,0.0,0.61,0.0,1.7356897322813206e-11,4.245546103982536e-12,1.3362433281398658e-12,0.03343472586707225
10.66,73.1,2.79,31.41,26.73,0.0,0.0,0.0,1.624527262816647e-11,4.085432625490896e-12,1.2400632184017633e-12,0.03315134348864767
