Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.25,3.17,3.22,-1.04,6.45,0.0,73.77,0.0,1.302650680275335e-12,2.556281333010728e-12,2.646394441947368e-12,0.8822891051914642,0.1
0.5,10.5,3.32,-3.35,13.17,0.0,58.74,0.0,7.14591833436275e-12,4.8937031182325606e-12,4.518942641920825e-12,0.27463955807977064,0.1
0.75,17.5,4.47,4.05,18.27,0.0,53.03,0.0,1.3233182100671759e-11,7.920419213753233e-12,6.7602655988574585e-12,0.22186243818371837,0.1
1.0,22.7,4.96,4.85,24.79,0.0,53.05,0.0,1.6699411603237104e-11,1.07203212687178e-11,7.297716436304497e-12,0.18978860178327128,0.1
1.26,29.7,5.29,6.16,29.98,0.0,33.12,0.0,2.268776987207299e-11,1.2534763299120622e-11,8.082040580691321e-12,0.15470826998439072,0.1
1.5,34.5,4.7,7.83,30.56,0.0,23.92,0.0,2.571558366583602e-11,1.1413283601043002e-11,7.006564824894452e-12,0.11832951101132079,0.1
1.76,36.0,3.51,8.37,30.97,0.0,17.24,0.0,2.3863920226072264e-11,1.0120573483385416e-11,4.653464444084092e-12,0.0846874239711341,0.1
2.01,37.3,3.45,8.4,29.96,0.0,13.58,0.0,2.243215830014452e-11,8.373799625160605e-12,4.149648586353812e-12,0.08033865751025301,0.1
2.26,35.6,3.57,10.27,30.04,0.0,14.97,0.0,1.8173601950992265e-11,7.982551319582503e-12,3.644930278934966e-12,0.08710288204464096,0.1
2.51,34.9,3.88,11.89,31.48,0.0,13.82,0.0,1.5726301127349422e-11,8.222893849772976e-12,3.4967362965109318e-12,0.0965651913916686,0.1
2.76,32.7,3.27,15.11,33.07,0.0,11.76,0.0,1.2555553938267358e-11,9.101476770941663e-12,2.5111107876534713e-12,0.08685889638065035,0.1
3.01,32.8,3.21,17.63,34.11,0.0,8.8,0.0,1.1583255785086479e-11,9.60996519384049e-12,2.2672104311053416e-12,0.08500520042130723,0.1
3.27,33.2,3.21,19.74,33.92,0.0,5.53,0.0,1.0923903867174267e-11,9.563280025904434e-12,2.1123934586523734e-12,0.08398104138008665,0.1
3.51,32.1,3.23,22.06,33.27,0.0,4.03,0.0,9.513764638655635e-12,9.603140437988347e-12,1.9146080861593585e-12,0.08740007330514041,0.1
3.76,30.1,3.16,23.37,32.39,0.0,2.74,0.0,7.808985224726197e-12,9.228575409182018e-12,1.6396274624674274e-12,0.09118741281157978,0.1
4.02,32.3,3.16,24.68,31.18,0.0,1.92,0.0,8.410628421449794e-12,8.829096868839945e-12,1.6456709480979167e-12,0.08497650543741647,0.1
4.26,33.6,3.12,25.38,30.16,0.0,1.67,0.0,8.588521566182461e-12,8.360276371626532e-12,1.595011148005314e-12,0.08065468949631818,0.1
4.52,35.1,3.12,25.99,29.51,0.0,1.74,0.0,8.833346223504758e-12,7.965004865783045e-12,1.5703726619564016e-12,0.07720790789391144,0.1
4.77,35.3,3.12,26.59,29.25,0.0,1.45,0.0,8.4660433237459e-12,7.70999295499677e-12,1.4965470351324197e-12,0.07677046932227455,0.1
5.02,35.2,3.13,26.9,29.1,0.0,1.14,0.0,7.99891468412863e-12,7.404825612099528e-12,1.4225342591660577e-12,0.07723532547483968,0.1
5.27,34.6,3.11,27.2,28.04,0.0,0.0,0.0,7.361919041307457e-12,6.967126939235297e-12,1.3234432496223233e-12,0.07807259183347476,0.1
5.52,33.0,3.11,27.3,26.8,0.0,0.0,0.0,6.393493925302373e-12,6.483965680480435e-12,1.205076733799417e-12,0.08185792961934019,0.1
