Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.76,77.0,10.0,4.04,70.72,0.0,834.73,0.0,2.5282342644967623e-10,1.0732867434036893e-10,6.566842245446136e-11,0.11280376153331216,0.1
1.52,100.0,5.0,7.62,123.17,0.0,563.29,0.0,2.1320916381318624e-10,1.6296618663239128e-10,2.1320916381318623e-11,0.043429448190325175,0.1
2.28,110.0,2.0,9.72,142.64,0.0,225.6,0.0,1.7198872547597024e-10,1.4594257095140284e-10,6.2541354718534636e-12,0.015792526614663703,0.1
3.04,118.0,2.0,12.42,134.42,0.0,66.48,0.0,1.4843621984674026e-10,9.795494837796365e-11,5.031736265991195e-12,0.014721846844178026,0.1
3.79,121.0,2.0,13.35,121.97,0.0,28.63,0.0,1.251932706710044e-10,6.512823078902356e-11,4.138620518049733e-12,0.014356842376967003,0.1
4.55,121.0,2.0,14.78,111.53,0.0,14.64,0.0,1.0428186721826521e-10,4.585466830665028e-11,3.4473344534963706e-12,0.014356842376967001,0.1
5.31,117.0,2.0,17.55,103.23,0.0,8.92,0.0,8.354619152592908e-11,3.4398760163545246e-11,2.8562800521685154e-12,0.014847674594982967,0.1
6.07,116.0,2.0,19.2,96.65,0.0,6.87,0.0,7.184172343609153e-11,2.6904614642351263e-11,2.4773008081410874e-12,0.014975671789767303,0.1
6.83,116.0,2.0,20.33,91.96,0.0,5.31,0.0,6.384762243881049e-11,2.202415432419509e-11,2.2016421530624306e-12,0.014975671789767303,0.1
7.59,116.0,2.0,21.66,87.62,0.0,2.98,0.0,5.745444812346187e-11,1.839339853463005e-11,1.9811878663262713e-12,0.014975671789767303,0.1
8.35,115.0,1.0,22.79,83.25,0.0,1.95,0.0,5.1328510311049945e-11,1.5465174782877764e-11,8.92669744539999e-13,0.0075529475113609,0.1
9.11,115.0,1.0,23.92,79.58,0.0,1.74,0.0,4.7046439198382766e-11,1.3299840175626015e-11,8.181989425805699e-13,0.007552947511360901,0.1
9.86,116.0,1.0,24.84,76.81,0.0,1.53,0.0,4.422710560416589e-11,1.1723711851924109e-11,7.625363035201015e-13,0.007487835894883651,0.1
10.64,117.0,1.0,25.46,74.18,0.0,0.83,0.0,4.169457490626724e-11,1.0354496339727959e-11,7.127277761755083e-13,0.007423837297491483,0.1
11.38,117.0,1.0,26.38,71.5,0.0,0.58,0.0,3.898332838336409e-11,9.261080430459091e-12,6.663816817669075e-13,0.007423837297491484,0.1
12.12,118.0,1.0,27.2,69.18,0.0,0.42,0.0,3.723152709027149e-11,8.376762565215297e-12,6.310428320384998e-13,0.007360923422089013,0.1
12.86,117.0,1.0,28.13,67.04,0.0,0.3,0.0,3.449691111995983e-11,7.657103890487251e-12,5.896907883753817e-13,0.007423837297491483,0.1
13.7,116.0,1.0,28.74,64.84,0.0,0.2,0.0,3.183060301146537e-11,6.9265161571130336e-12,5.488035001976788e-13,0.007487835894883652,0.1
14.44,115.0,1.0,28.64,63.05,0.0,0.14,0.0,2.9680959909783036e-11,6.301791497882473e-12,5.161906071266615e-13,0.0075529475113609,0.1
15.18,117.0,1.0,28.33,61.39,0.0,0.1,0.0,2.922465592903053e-11,5.73638205205314e-12,4.995667680176159e-13,0.007423837297491483,0.1
15.91,116.0,1.0,28.13,59.88,0.0,0.07,0.0,2.7409130185862702e-11,5.263677592948987e-12,4.725712101010811e-13,0.0074878358948836515,0.1
16.65,115.0,2.0,28.33,58.45,0.0,0.05,0.0,2.574132499082685e-11,4.8870370688027896e-12,8.953504344635426e-13,0.015105895022721801,0.1
17.49,115.0,2.0,28.23,56.93,0.0,0.03,0.0,2.4505034939809435e-11,4.479363536244223e-12,8.52349041384676e-13,0.015105895022721801,0.1
18.23,115.0,2.0,27.82,55.71,0.0,0.02,0.0,2.3510316022889027e-11,4.134534753205328e-12,8.177501225352706e-13,0.015105895022721801,0.1
18.97,114.0,2.0,27.2,54.55,0.0,0.02,0.0,2.220198611087283e-11,3.805722544768616e-12,7.790170565218538e-13,0.01523840287379831,0.1
19.71,115.0,2.0,26.9,53.46,0.0,0.01,0.0,2.1744954900926786e-11,3.5393647327731126e-12,7.563462574235403e-13,0.0151058950227218,0.1
20.45,114.0,2.0,26.69,52.44,0.0,0.01,0.0,2.0595192006027266e-11,3.307865639889021e-12,7.226383160009568e-13,0.01523840287379831,0.1
21.29,116.0,2.0,26.49,51.35,0.0,0.01,0.0,2.0482821101788426e-11,3.0750586388350433e-12,7.063041759237388e-13,0.014975671789767303,0.1
22.03,115.0,3.0,26.18,50.44,0.0,0.0,0.0,1.9454973268146483e-11,2.879614371167141e-12,1.0150420835554686e-12,0.0226588425340827,0.1
22.76,118.0,4.0,25.87,49.61,0.0,0.0,0.0,1.9826278925047906e-11,2.7051578553358656e-12,1.3441545033930784e-12,0.029443693688356053,0.1
23.5,115.0,10.0,25.46,48.79,0.0,0.0,0.0,1.8238002599883704e-11,2.535314939012453e-12,3.171826539110209e-12,0.075529475113609,0.1
