Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.26,21.7,10.0,5.7,11.4,0.0,12.58,0.0,1.2111512379757677e-11,2.5069742650193904e-12,1.1162684220974817e-11,0.40027141189239795,0.1
2.51,40.3,10.0,10.7,17.23,0.0,5.69,0.0,2.096939138259696e-11,3.394767306545087e-12,1.040664584744266e-11,0.21553076024975273,0.1
3.78,57.7,7.0,14.75,19.15,0.0,4.01,0.0,2.854363513828668e-11,3.4373158355906706e-12,6.925665371508033e-12,0.1053747443092812,0.1
5.03,68.5,7.0,18.18,18.51,0.0,1.6,0.0,3.023170302846289e-11,3.233192451684302e-12,6.178742224795335e-12,0.08876091600942372,0.1
6.29,73.5,7.0,21.5,20.41,0.0,1.58,0.0,2.7833863146563974e-11,3.4547740261578575e-12,5.301688218393138e-12,0.08272275845776224,0.1
7.54,78.5,5.0,24.72,20.52,0.0,0.6,0.0,2.6486063898618918e-11,3.5313903703313443e-12,3.374020878804958e-12,0.0553241378220703,0.1
8.8,83.1,6.0,27.11,18.68,0.0,0.21,0.0,2.5431315764254146e-11,3.3491365868721263e-12,3.672392168123343e-12,0.06271400460696777,0.1
