Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.33,90.0,20.0,0.0,44.56,0.0,2070.29,0.0,7.95464007535742e-10,9.749803965390874e-11,3.5353955890477426e-10,0.19301976973477858,0.1
0.99,125.0,15.0,0.66,93.23,0.0,1190.44,0.0,5.114866303599166e-10,1.422784617223946e-10,1.2275679128637997e-10,0.10423067565678043,0.1
1.98,148.0,15.0,2.66,132.13,0.0,888.44,0.0,3.585153008449156e-10,1.4299110499636384e-10,7.267202044153694e-11,0.08803266525065914,0.1
2.64,180.0,17.0,4.03,154.64,0.0,784.11,0.0,3.97732003767871e-10,1.4697677617855373e-10,7.512715626726453e-11,0.0820334021372809,0.1
3.63,201.0,15.0,6.22,196.69,0.0,702.55,0.0,3.6069069998262087e-10,1.7303945902403821e-10,5.3834432833226995e-11,0.06482007192585848,0.1
7.59,206.0,10.0,16.84,221.58,0.0,192.87,0.0,1.8119329374013289e-10,1.0602956149980688e-10,1.7591581916517756e-11,0.04216451280614095,0.1
12.5,214.0,5.0,32.06,213.19,0.0,56.1,0.0,1.1873178269042232e-10,6.158214791138932e-11,5.548214144412258e-12,0.020294134668376252,0.1
17.48,212.0,5.0,44.76,198.92,0.0,17.41,0.0,8.33258492036508e-11,4.0394869218222474e-11,3.930464585077868e-12,0.02048558876902131,0.1
22.46,213.0,2.0,52.43,175.78,0.0,10.54,0.0,6.546345307489528e-11,2.625840568372638e-11,1.229360621124794e-12,0.008155764918370926,0.1
27.44,214.0,2.0,58.37,162.69,0.0,5.26,0.0,5.40870001322988e-11,1.965380869556826e-11,1.0109719650896971e-12,0.008117653867350501,0.1
32.32,213.0,2.0,63.92,151.18,0.0,2.5,0.0,4.549223873954666e-11,1.5555602818581592e-11,8.543143425266977e-13,0.008155764918370926,0.1
37.3,213.0,3.0,66.04,139.68,0.0,0.96,0.0,3.941847603383775e-11,1.2265031405975105e-11,1.1103796065869789e-12,0.012233647377556387,0.1
42.28,203.0,3.0,64.42,130.09,0.0,0.33,0.0,3.158686701986268e-11,9.66687397889954e-12,9.336019808826406e-13,0.01283629010551483,0.1
