Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.03,39.15,4.06,3.65,21.66,0.0,30.68,0.0,4.822539160443084e-11,7.799904448689104e-12,1.000230344388195e-11,0.09007589254289665,0.1
2.07,49.15,1.65,7.45,27.59,0.0,10.3,0.0,3.7820403131842694e-11,6.827657369353107e-12,2.539314961039286e-12,0.02915914120611864,0.1
3.09,55.05,0.6,11.19,26.88,0.0,4.2,0.0,3.178378556690392e-11,5.102216839972839e-12,6.928345627662979e-13,0.009466909687264342,0.1
4.13,59.35,0.41,14.76,25.3,0.0,2.03,0.0,2.7640178906757013e-11,4.2208804021691765e-12,3.8188621235957457e-13,0.006000361839269865,0.1
5.16,63.85,0.46,18.24,24.0,0.0,0.95,0.0,2.5604809935745562e-11,3.898340944589426e-12,3.689338314939063e-13,0.0062576495434767685,0.1
6.2,68.2,0.86,21.81,21.76,0.0,0.28,0.0,2.4312326233283153e-11,3.7238900993098885e-12,6.131554416605135e-13,0.010952881361782888,0.1
7.23,71.7,1.07,25.2,19.92,0.0,0.12,0.0,2.3043554417655158e-11,3.735830514409888e-12,6.877713591880339e-13,0.012962206293904585,0.1
8.26,73.5,1.07,27.64,18.42,0.0,0.05,0.0,2.1195520483279346e-11,3.663013596826174e-12,6.171212766560245e-13,0.012644764507115085,0.1
9.28,73.15,1.0,28.96,17.21,0.0,0.02,0.0,1.8686593556232e-11,3.4460297508606288e-12,5.10911648837512e-13,0.01187408016140128,0.1
10.34,72.5,0.74,29.43,16.16,0.0,0.01,0.0,1.6474222575294503e-11,3.1238658264131477e-12,3.363013711922188e-13,0.008865597699542245,0.1
11.4,73.0,1.07,28.96,15.29,0.0,0.0,0.0,1.5149221786139594e-11,2.7164941183788577e-12,4.4410047427861275e-13,0.012731372483191216,0.1
12.37,74.7,2.09,27.83,14.6,0.0,0.0,0.0,1.4619110839220133e-11,2.308338447642698e-12,8.180439532522109e-13,0.02430188667142694,0.1
