Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.16,24.5,2.83,0.0,23.21,0.0,1105.79,0.0,1.215798605499218e-10,5.455690908427415e-11,2.808742900867581e-11,0.10033088847234306
0.26,35.3,2.46,0.0,35.33,0.0,1006.36,0.0,1.553193332856459e-10,7.779172216662095e-11,2.1647907075506453e-11,0.06053056235025492
0.36,43.2,1.12,1.92,46.97,0.0,938.26,0.0,1.6800199839154875e-10,9.963387483576786e-11,8.71121473141364e-12,0.02251897313572417
0.46,52.0,1.25,2.29,56.68,0.0,789.78,0.0,1.9050146087071748e-10,1.1353684871447757e-10,9.158724080322957e-12,0.0208795423991948
0.56,60.9,2.93,2.64,63.77,0.0,624.65,0.0,2.1463276139996687e-10,1.180729351543263e-10,2.0652676220095333e-11,0.04178925556573161
0.66,65.8,1.25,3.0,67.56,0.0,511.64,0.0,2.1259708553006484e-10,1.1250300489511835e-10,8.0773968666438e-12,0.01650055022428768
0.76,71.7,1.25,3.34,70.83,0.0,469.31,0.0,2.192169716311142e-10,1.0744036396083245e-10,7.643548522702727e-12,0.015142764362038067
0.86,74.6,1.6,3.68,72.8,0.0,402.53,0.0,2.0971459620135107e-10,1.0036853238963144e-10,8.995800373248302e-12,0.018629253915420984
0.96,74.6,1.03,4.02,74.87,0.0,381.19,0.0,1.8786932576371036e-10,9.516139405374039e-11,5.1878124808745754e-12,0.011992582208052261
1.06,76.6,1.12,4.37,77.12,0.0,359.63,0.0,1.793911974584927e-10,9.15013884656629e-11,5.2459044687601e-12,0.01269999529325436
1.16,78.5,1.6,4.75,79.47,0.0,345.41,0.0,1.72159415341023e-10,8.885051669103504e-11,7.017963427914313e-12,0.017703724103062493
1.27,83.4,1.8,5.15,82.18,0.0,332.26,0.0,1.7749161258328483e-10,8.684519641345874e-11,7.661508456832438e-12,0.018746524398701517
1.36,86.4,1.6,5.51,85.19,0.0,317.57,0.0,1.7788446888516926e-10,8.719193124928108e-11,6.588313662413676e-12,0.016084980811231546
1.47,87.4,1.41,5.76,87.94,0.0,297.25,0.0,1.6840500142162003e-10,8.597764087380349e-11,5.433662517265085e-12,0.014012705251340619
1.57,90.3,1.41,5.98,90.77,0.0,286.72,0.0,1.6831596178645508e-10,8.577448676353639e-11,5.256378873065375e-12,0.013562684816912182
1.67,93.3,1.6,6.21,93.98,0.0,271.01,0.0,1.6892591157714765e-10,8.644699774102922e-11,5.7938147593448285e-12,0.014895416313937898
1.77,93.3,1.41,6.42,96.86,0.0,252.38,0.0,1.593820747648794e-10,8.664317176285283e-11,4.817336021832368e-12,0.01312658562665777
1.87,95.2,1.25,6.61,99.21,0.0,231.06,0.0,1.5706584136942773e-10,8.604536162506733e-11,4.124628187222366e-12,0.011404792066787073
1.97,97.2,1.6,6.81,101.42,0.0,214.5,0.0,1.5542316856273987e-10,8.536877749789752e-11,5.116812133752753e-12,0.01429776072109471
2.08,99.1,2.02,7.01,103.79,0.0,203.15,0.0,1.5301479643575143e-10,8.468595893261154e-11,6.237939229065952e-12,0.017704840634602797
2.18,98.2,2.02,7.27,106.07,0.0,177.77,0.0,1.4335602055100011e-10,8.441301448152667e-11,5.8977425970065216e-12,0.017867104958137852
2.28,98.2,1.6,7.54,106.73,0.0,143.26,0.0,1.3706847578999135e-10,8.176568660516563e-11,4.46658984244371e-12,0.01415216234307949
2.37,98.2,1.0,7.81,106.19,0.0,125.45,0.0,1.3186334379796635e-10,7.793122674941791e-11,2.6856078166591924e-12,0.00884510146442468
2.47,97.2,1.12,8.25,105.57,0.0,115.5,0.0,1.239609886917399e-10,7.400752421631412e-11,2.856714142690302e-12,0.010008432504766296
2.57,98.2,1.41,8.77,105.08,0.0,108.64,0.0,1.2160160498100402e-10,7.05886633692104e-11,3.4920216501673248e-12,0.012471593064838797
2.68,98.2,1.12,9.31,104.39,0.0,99.02,0.0,1.166104943287986e-10,6.693554096711322e-11,2.6599542494552836e-12,0.00990651364015564
2.78,98.2,1.6,9.95,103.8,0.0,91.66,0.0,1.1241587223064039e-10,6.395552610832711e-11,3.663246345601316e-12,0.01415216234307949
2.88,99.1,2.69,10.97,103.16,0.0,86.76,0.0,1.1051068631470938e-10,6.122972765529085e-11,5.999470155127512e-12,0.02357723827083244
2.98,100.0,2.69,11.96,102.68,0.0,83.79,0.0,1.0875098288457823e-10,5.88846638959076e-11,5.850802879190309e-12,0.023365043126394945
3.08,102.0,3.16,13.06,102.46,0.0,81.8,0.0,1.0947099913229974e-10,5.702497755717233e-11,6.7829089658444544e-12,0.026909226721848537
3.19,101.0,3.4,14.06,102.29,0.0,78.36,0.0,1.0363382299964376e-10,5.5157308179890784e-11,6.977326697005718e-12,0.029239628484575363
3.29,101.0,3.4,15.05,102.51,0.0,75.36,0.0,1.0048385877473057e-10,5.3986581396683364e-11,6.765249897704633e-12,0.02923962848457537
3.39,103.0,2.93,16.15,102.82,0.0,71.99,0.0,1.0142014008020712e-10,5.302640221988035e-11,5.7701167074758614e-12,0.0247084045043986
3.49,107.0,2.46,17.15,103.06,0.0,67.49,0.0,1.0631427533168186e-10,5.2045655300060656e-11,4.888469482540886e-12,0.019969428513682233
3.59,110.0,2.46,18.14,102.95,0.0,62.39,0.0,1.0922960838028194e-10,5.0809017599076846e-11,4.885542483918065e-12,0.019424807736036352
3.69,112.0,3.4,19.24,103.12,0.0,56.77,0.0,1.1016893065925108e-10,4.994703796454516e-11,6.688827932883101e-12,0.026367879258411716
3.79,114.0,5.1,20.24,102.93,0.0,52.43,0.0,1.1112709143093869e-10,4.879938134796477e-11,9.942950285926093e-12,0.03885792732818568
3.9,118.0,5.1,21.03,102.5,0.0,47.97,0.0,1.1570413034207446e-10,4.732689403346833e-11,1.0001543470247115e-11,0.03754070945265397
3.99,118.0,4.85,21.83,101.99,0.0,44.58,0.0,1.1309426274037352e-10,4.6114331426844075e-11,9.296731767640875e-12,0.03570047859713172
4.47,118.0,5.36,25.72,99.49,0.0,31.94,0.0,1.0094991237899115e-10,4.0677568903822354e-11,9.171042887311738e-12,0.039454549542397105
4.97,121.0,2.57,27.81,97.06,0.0,24.17,0.0,9.546931505897519e-11,3.5757584310473456e-11,4.055473383496963e-12,0.018448542454402597
5.47,124.0,0.22,29.41,94.4,0.0,15.97,0.0,9.109729865161169e-11,3.1522817835578644e-11,3.2324847908636405e-13,0.0015410449357857322
5.96,125.0,0.88,30.7,91.13,0.0,11.31,0.0,8.496170537857674e-11,2.7703380078290608e-11,1.1962608117303606e-12,0.0061148663051977855
6.46,126.0,0.45,31.7,87.9,0.0,7.9,0.0,7.964491022819164e-11,2.4421705042662422e-11,5.688922159156546e-13,0.0031021034421660847
6.96,126.0,0.55,33.29,84.95,0.0,5.51,0.0,7.392329311409743e-11,2.196128683317368e-11,6.453620827421203e-13,0.0037914597626474357
7.45,126.0,0.45,34.99,81.98,0.0,3.88,0.0,6.906122417102255e-11,1.994345255267621e-11,4.932944583644469e-13,0.0031021034421660847
7.95,126.0,0.24,36.58,79.11,0.0,2.71,0.0,6.471775095271925e-11,1.821070296120326e-11,2.4654381315321617e-13,0.001654455169155245
8.45,127.0,1.45,38.38,76.42,0.0,1.9,0.0,6.185861439972993e-11,1.6848342094912456e-11,1.412519541411156e-12,0.009916960610389214
8.94,128.0,1.12,39.97,74.09,0.0,1.34,0.0,5.939253678603099e-11,1.57408527085918e-11,1.0393693937555422e-12,0.007600153433306904
9.44,128.0,1.68,41.47,71.75,0.0,0.93,0.0,5.624674564270308e-11,1.474071257957063e-11,1.4764770731209558e-12,0.01140023014996036
9.94,127.0,2.56,42.57,69.58,0.0,0.65,0.0,5.2586045440414275e-11,1.3800676353215701e-11,2.120004351613552e-12,0.017508564939721645
10.43,127.0,1.24,43.96,67.61,0.0,0.46,0.0,5.01155600841532e-11,1.310616400804733e-11,9.786345591236217e-13,0.008480711142677674
10.93,128.0,0.21,45.06,65.75,0.0,0.32,0.0,4.85790740043108e-11,1.24292183410278e-11,1.594000865766448e-13,0.001425028768745045
11.43,130.0,1.13,45.76,64.12,0.0,0.22,0.0,4.791703412102475e-11,1.1765658568781974e-11,8.330192085655072e-13,0.007550042531548839
11.92,130.0,2.23,46.15,62.55,0.0,0.16,0.0,4.59472902687343e-11,1.1109113411284359e-11,1.5763454969119614e-12,0.014899641456065408
12.42,132.0,2.68,46.65,61.06,0.0,0.11,0.0,4.546484569103909e-11,1.054266808608798e-11,1.8461482795755265e-12,0.017634988053041135
12.92,133.0,2.68,46.95,59.67,0.0,0.08,0.0,4.43700811610759e-11,9.994635946770821e-12,1.7881476317546378e-12,0.017502394157905485
13.42,133.0,3.37,46.75,58.37,0.0,0.05,0.0,4.271694847996279e-11,9.391717889368508e-12,2.16475362973646e-12,0.02200860757915727
13.91,133.0,3.81,46.25,57.26,0.0,0.04,0.0,4.121218178296913e-11,8.803028967569316e-12,2.3611791367385323e-12,0.02488213497821638
14.41,133.0,2.56,45.95,56.12,0.0,0.03,0.0,3.9782196294316495e-11,8.29002969595285e-12,1.531465000202259e-12,0.016718704867253
14.91,134.0,0.56,45.66,55.05,0.0,0.02,0.0,3.902845937661267e-11,7.825007984935535e-12,3.262080186701955e-13,0.003629924027848075
15.4,134.0,0.79,45.26,54.06,0.0,0.01,0.0,3.778664476008409e-11,7.385839959285355e-12,4.455440203054691e-13,0.00512078568214282
15.9,133.0,0.67,44.76,53.11,0.0,0.01,0.0,3.605417915730193e-11,6.958082868627941e-12,3.6325263211116226e-13,0.004375598539476371
16.4,134.0,2.35,44.16,52.26,0.0,0.01,0.0,3.5482581055200916e-11,6.552024582977213e-12,1.2445382907421218e-12,0.015232716902576745
16.89,134.0,4.13,43.36,51.43,0.0,0.0,0.0,3.4453187051823265e-11,6.145031856375204e-12,2.123756157075076e-12,0.02677068970537955
17.39,136.0,3.91,42.67,50.61,0.0,0.0,0.0,3.44689210736677e-11,5.779759252175772e-12,1.981962961735893e-12,0.02497193270943698
17.89,136.0,6.38,41.87,49.84,0.0,0.0,0.0,3.350556386087654e-11,5.425650914991391e-12,3.1436102563587106e-12,0.04074704109621686
18.38,135.0,8.39,41.07,49.16,0.0,0.0,0.0,3.213449540779589e-11,5.104664128711685e-12,3.994198762539372e-12,0.05398119560249308
18.88,133.0,7.83,40.27,48.46,0.0,0.0,0.0,3.0363424184380334e-11,4.799131871088821e-12,3.575121975393955e-12,0.0511357262150746
19.38,134.0,6.26,39.87,47.78,0.0,0.0,0.0,3.0026539179839784e-11,4.566992295192133e-12,2.8054647054596577e-12,0.04057736502558741
19.87,136.0,5.6,39.87,47.15,0.0,0.0,0.0,3.016681114600308e-11,4.405597487173442e-12,2.4843256237884895e-12,0.035765427921444264
20.37,135.0,5.24,39.87,46.52,0.0,0.0,0.0,2.8995190259955252e-11,4.250515273070738e-12,2.250885880920971e-12,0.03371411978034133
20.87,134.0,3.12,39.87,45.97,0.0,0.0,0.0,2.7882814053919262e-11,4.109186008720542e-12,1.2984235798243e-12,0.020223862440867844
