Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.28,168.0,49.7,0.42,42.14,211.56,2455.96,12097.58,3.266705524280114e-09,3.7290269634298515e-09,1.932800768532401e-09,0.25695756845942397
0.37,187.0,40.2,0.61,53.98,220.85,2366.93,9071.84,3.062886783530441e-09,3.1181200024690733e-09,1.3168775261810023e-09,0.18672340291455317
0.47,204.0,26.9,0.79,66.33,227.4,2271.79,7025.23,2.869537679382836e-09,2.6476470755433265e-09,7.567702311313558e-10,0.11453452512938699
0.56,218.0,23.5,0.96,76.79,231.5,2189.44,5778.11,2.7502641960014197e-09,2.3416857624466664e-09,5.929468679452602e-10,0.09363229655712309
0.65,232.0,8.63,1.14,86.68,234.01,2110.07,4930.85,2.6835646846589264e-09,2.0985535100407296e-09,1.9964795886729774e-10,0.032310011886422955
0.75,243.0,4.97,1.31,97.06,236.69,2025.25,4308.68,2.5515303505716466e-09,1.8981264683639457e-09,1.0437124150074965e-10,0.017764967695960174
0.84,253.0,3.65,1.48,105.9,240.47,1951.84,3831.0,2.469512399655681e-09,1.7780948399494525e-09,7.125470560271334e-11,0.012531026552939677
0.93,262.0,2.86,1.66,114.28,245.03,1881.09,3289.15,2.3920435868821913e-09,1.6921922613715598e-09,5.2223241667809674e-11,0.009481543650712214
1.03,269.0,3.8,1.83,123.11,249.19,1805.48,2710.31,2.276757574765308e-09,1.6061788032519152e-09,6.432474932422432e-11,0.012270029971987784
1.12,275.0,5.39,2.0,130.64,251.82,1740.03,2281.17,2.1882494089576567e-09,1.531462761959343e-09,8.577937683114015e-11,0.017024343690607468
1.21,280.0,5.01,2.17,137.79,253.43,1676.95,1896.93,2.099810713495023e-09,1.4585244071431097e-09,7.514322624721475e-11,0.015541538245252083
1.3,284.0,10.0,2.33,144.6,253.93,1616.16,1591.52,2.010679187777296e-09,1.3859646424882313e-09,1.415971258998096e-10,0.030584118443890973
1.41,287.0,6.59,2.5,152.47,253.45,1544.84,1300.3,1.893189711593977e-09,1.300808175432466e-09,8.69416041770335e-11,0.019944255301340967
1.5,289.0,3.56,2.66,158.56,252.44,1488.85,1111.18,1.8044875138452344e-09,1.2355121021526669e-09,4.445657819577186e-11,0.010699573394986686
1.59,290.0,6.13,2.82,164.36,251.04,1434.87,947.25,1.7141480395325297e-09,1.174625841085038e-09,7.246708608506487e-11,0.018360173614254714
1.68,291.0,10.2,2.97,169.88,249.18,1382.86,815.68,1.6335263753163051e-09,1.1169480619976734e-09,1.145152510531018e-10,0.030445386360227956
1.78,292.0,8.61,3.12,175.7,246.75,1327.26,702.47,1.5523696931414954e-09,1.057165384149997e-09,9.15472812188238e-11,0.025611475953335603
1.87,292.0,11.2,3.26,180.66,244.32,1279.15,628.74,1.47765671325768e-09,1.0071411232859904e-09,1.1335448759236998e-10,0.033315741077509724
1.96,291.0,5.15,3.39,185.38,241.92,1232.78,572.76,1.4001654645568331e-09,9.616857908181681e-10,4.955912125407347e-11,0.015371935270115097
2.05,291.0,4.92,3.5,189.88,239.71,1188.09,519.08,1.3386947856250698e-09,9.210464854524645e-10,4.5267205122167304e-11,0.014685421656109955
