Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.38,7.71,4.0,-0.98,5.31,0.0,22.81,0.0,5.0696107418509695e-12,1.1204269483881222e-12,5.2602964895989305e-12,0.450629812610378,0.1
0.54,11.0,4.0,-2.22,8.22,0.0,20.9,0.0,7.261746186763188e-12,1.7317644265785228e-12,5.2812699540095905e-12,0.315850532293274,0.1
0.69,14.2,4.0,-3.47,10.22,0.0,20.6,0.0,9.470590377211905e-12,1.8873218324966235e-12,5.33554387448558e-12,0.24467294755112776,0.1
0.84,17.2,5.78,-4.43,12.07,0.0,18.77,0.0,1.1413716013593976e-11,2.0531706416956396e-12,7.671078902159672e-12,0.29188629132567384,0.1
1.0,20.2,4.74,-5.15,13.91,0.0,17.42,0.0,1.3223675814754543e-11,2.275725449489209e-12,6.205962709102627e-12,0.20381741031895184,0.1
1.15,23.2,4.0,-5.85,15.41,0.0,15.5,0.0,1.5167974304593936e-11,2.3815937478474393e-12,5.2303359671013576e-12,0.14975671789767303,0.1
1.3,26.4,7.13,-1.76,16.74,0.0,13.82,0.0,1.7374565645621705e-11,3.4156866411467405e-12,9.384897958582027e-12,0.23458482242198372,0.1
1.46,29.3,4.38,2.33,17.86,0.0,11.93,0.0,1.9056004196151578e-11,3.660719914295872e-12,5.697289991750438e-12,0.12984367445298586,0.1
1.61,31.6,4.94,5.46,18.77,0.0,9.92,0.0,2.0100078060763276e-11,4.145944042444313e-12,6.284454786086746e-12,0.13578574307608,0.1
1.76,34.6,4.0,7.63,19.16,0.0,8.28,0.0,2.2043928038460397e-11,4.451830890340605e-12,5.0968619742104966e-12,0.10041490911057845,0.1
1.92,37.4,7.09,9.79,19.52,0.0,7.06,0.0,2.3609752289713817e-11,4.833475463164406e-12,8.951505012517164e-12,0.16466031426171418,0.1
2.07,39.9,4.0,11.26,19.66,0.0,6.14,0.0,2.492441080874351e-11,5.0106111312420394e-12,4.9973756007505785e-12,0.08707658785027605,0.1
2.22,42.2,4.37,12.73,19.81,0.0,5.37,0.0,2.5996889147446545e-11,5.2300769142092295e-12,5.384189837646512e-12,0.08994629791076826,0.1
2.38,44.4,4.58,13.9,19.88,0.0,4.87,0.0,2.6843456559060485e-11,5.321648268572788e-12,5.537974371193559e-12,0.08959769041067087,0.1
2.53,46.7,5.91,14.68,20.02,0.0,4.22,0.0,2.7935901761588164e-11,5.3274645562082896e-12,7.070714321669638e-12,0.10992207229328557,0.1
2.68,48.5,7.72,15.47,19.97,0.0,3.59,0.0,2.844448912242322e-11,5.305220392326423e-12,9.055317774231227e-12,0.13825787217703522,0.1
2.76,49.3,9.73,15.76,19.92,0.0,3.33,0.0,2.853870165382583e-11,5.246079578956354e-12,1.1264972295810359e-11,0.1714273958993363,0.1
3.07,53.0,4.0,16.84,19.61,0.0,2.64,0.0,2.965260268892134e-11,5.0233308801511375e-12,4.475864556818316e-12,0.0655538840608682,0.1
3.46,54.1,4.0,18.3,19.28,0.0,2.1,0.0,2.7413714548118755e-11,4.8775526665418e-12,4.0537840366903885e-12,0.06422099547552707,0.1
3.83,55.0,4.0,18.5,18.95,0.0,1.62,0.0,2.5596233295379383e-11,4.415255050849779e-12,3.72308847932791e-12,0.0631701064586548,0.1
4.23,55.7,4.0,18.21,18.54,0.0,1.37,0.0,2.3769468887256116e-11,3.85729273058735e-12,3.413927308762099e-12,0.062376227203339574,0.1
4.62,56.4,4.0,19.58,18.33,0.0,1.19,0.0,2.2313396732018466e-11,3.867686648848222e-12,3.165020813052265e-12,0.06160205417067401,0.1
4.99,56.9,4.0,20.46,18.23,0.0,0.96,0.0,2.1026812498935453e-11,3.797868925177245e-12,2.9563181017835434e-12,0.06106073559272432,0.1
