Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.19,153.0,8.0,0.96,24.4,233.17,1609.94,5052.7,3.992810652562301e-09,6.542344654094885e-09,4.1754882641174394e-10,0.0454164164081832,0.1
0.56,130.0,9.0,2.86,62.52,168.53,1346.02,485.78,9.780208928630586e-10,1.2641474115132815e-09,1.3541827747334657e-10,0.06013308210968102,0.1
0.94,128.0,3.0,4.5,91.94,137.01,1105.63,4.79,5.648609349650181e-10,5.994390112157042e-10,2.6477856326485223e-11,0.020357553839214927,0.1
1.22,134.0,3.0,5.34,109.48,120.39,984.97,0.11,4.769789584469632e-10,4.2945843603119695e-10,2.135726679613268e-11,0.01944602157775754,0.1
1.59,129.0,4.0,6.46,127.82,105.47,802.43,0.0,3.391811834228398e-10,3.260642297312652e-10,2.1034491995214872e-11,0.026932991125783057,0.1
1.96,131.0,7.0,6.51,138.39,94.99,679.4,0.0,2.8375006834189266e-10,2.634695066671646e-10,3.032443478462975e-11,0.046413150737752096,0.1
2.34,138.0,8.0,6.51,151.17,86.94,641.26,0.0,2.6374957605985666e-10,2.321112476193355e-10,3.057966099244715e-11,0.05035298340907267,0.1
2.71,139.0,5.0,6.44,166.55,80.79,529.81,0.0,2.3105201720046307e-10,2.2099294585949361e-10,1.6622447280608855e-11,0.031244207331169196,0.1
2.99,143.0,3.0,6.38,170.5,76.91,471.62,0.0,2.2164112274381558e-10,2.028623032614934e-10,9.299627527712542e-12,0.01822214609384273,0.1
3.37,146.0,2.0,7.55,177.07,72.44,404.45,0.0,2.0498650250681466e-10,1.8663025230047216e-10,5.616068561830539e-12,0.011898478956253476,0.1
3.74,154.0,2.0,10.54,180.71,68.77,348.88,0.0,2.0550353379866731e-10,1.7113448608836476e-10,5.33775412464071e-12,0.011280376153331216,0.1
4.12,161.0,1.0,12.86,184.13,65.52,319.37,0.0,2.038937863472435e-10,1.5828152735212588e-10,2.532842066425385e-12,0.00539496250811493,0.1
4.4,167.0,2.0,13.54,187.91,63.4,300.02,0.0,2.0541384913115102e-10,1.5211118810489404e-10,4.920092194758109e-12,0.010402263039598845,0.1
4.77,173.0,2.0,14.41,193.15,60.89,267.87,0.0,2.0334021670697223e-10,1.4577680073893016e-10,4.701507900739242e-12,0.010041490911057844,0.1
5.15,176.0,4.0,17.51,197.95,58.6,241.97,0.0,1.9492500832196951e-10,1.4034445387878527e-10,8.860227650998613e-12,0.019740658268329624,0.1
5.52,178.0,5.0,20.8,204.45,56.6,207.99,0.0,1.860160344621491e-10,1.3840847738537782e-10,1.045033901472748e-11,0.02439856639905909,0.1
5.89,180.0,3.0,23.41,204.89,54.8,141.7,0.0,1.7827037180767058e-10,1.300719624245534e-10,5.942345726922353e-12,0.014476482730108393,0.1
6.17,179.0,4.0,25.15,201.57,53.54,126.19,0.0,1.6829466649857726e-10,1.2056711148044425e-10,7.521549340718537e-12,0.019409809247072706,0.1
6.55,180.0,5.0,27.66,200.86,51.96,123.94,0.0,1.6030725037361522e-10,1.129440503166639e-10,8.905958354089736e-12,0.024127471216847326,0.1
6.92,181.0,4.0,31.15,201.34,50.55,98.46,0.0,1.5342654670288105e-10,1.0784457410152608e-10,6.781283832171538e-12,0.01919533621671831,0.1
7.3,179.0,4.0,34.05,198.33,49.22,72.51,0.0,1.4224357428715366e-10,9.998746523706028e-11,6.357254716744298e-12,0.019409809247072706,0.1
7.58,179.0,2.0,34.92,194.96,48.3,60.13,0.0,1.3698919423433005e-10,9.344872676797983e-11,3.0612110443425707e-12,0.009704904623536351,0.1
