Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.44,26.1,3.3,9.09,27.58,0.0,52.23,0.0,1.5330911528569064e-11,1.0419022147199364e-11,3.8767822256151655e-12,0.10982159312496022,0.1
2.88,43.0,3.47,16.12,37.24,0.0,20.28,0.0,2.0806253149780685e-11,1.0726790404310448e-11,3.3580324851041386e-12,0.0700931094048504,0.1
4.33,48.5,2.35,15.32,39.71,0.0,10.63,0.0,1.7605365091938625e-11,7.657702873436387e-12,1.7060869264352893e-12,0.04208626938031512,0.1
5.76,52.5,2.0,18.34,39.12,0.0,5.58,0.0,1.550763527422472e-11,6.197668564661501e-12,1.1815341161314072e-12,0.0330891033831049,0.1
7.2,56.4,2.05,17.63,37.66,0.0,3.45,0.0,1.4317762903045184e-11,4.5909000950802825e-12,1.0408302819589585e-12,0.03157105276247043,0.1
8.64,58.5,2.21,22.27,36.69,0.0,2.77,0.0,1.2836524218827643e-11,4.384920476947647e-12,9.698707187558664e-13,0.032813360854912356,0.1
10.08,61.5,2.1,25.8,36.12,0.0,1.68,0.0,1.2160156219695278e-11,4.2373420700467635e-12,8.304496930523605e-13,0.029659135349490367,0.1
11.47,64.6,2.01,29.52,34.86,0.0,1.05,0.0,1.1791011771308867e-11,4.1789388397375184e-12,7.337440761712328e-13,0.027025755685001113,0.1
13.0,65.6,2.12,36.98,33.7,0.0,0.49,0.0,1.0727876896341631e-11,4.82468623601999e-12,6.933871652513493e-13,0.028070253098624813,0.1
14.42,65.4,2.65,38.39,31.99,0.0,0.0,0.0,9.612573888937005e-12,4.4621893373878015e-12,7.790006362594208e-13,0.03519511856402499,0.1
15.84,65.5,3.05,37.89,29.33,0.0,0.0,0.0,8.777622063606528e-12,3.817279042256202e-12,8.174579326412186e-13,0.040445745642898254,0.1
17.26,65.1,3.22,39.0,27.53,0.0,0.0,0.0,7.957389941277637e-12,3.5673928564953657e-12,7.871826608575728e-13,0.04296246487645072,0.1
18.68,64.9,3.48,34.46,26.15,0.0,0.0,0.0,7.307384784318114e-12,2.6533496157850428e-12,7.836579059915882e-13,0.046574570016126846,0.1
