Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.74,56.9,6.6,0.0,57.53,0.0,98.9,0.0,6.030103124694708e-11,3.08218681973661e-11,1.39889914316292e-11,0.10075021372799516,0.1
2.61,87.4,4.8,0.0,63.17,0.0,46.82,0.0,9.484879390413082e-11,2.4774260829052463e-11,1.0418174158806131e-11,0.04770282638754253,0.1
3.5,92.1,5.7,0.0,61.1,0.0,24.53,0.0,7.854176759129503e-11,1.7283585218675973e-11,9.721782307717299e-12,0.05375632023558165,0.1
4.37,93.5,5.2,8.69,59.01,0.0,17.42,0.0,6.483227173376792e-11,1.3471898372848401e-11,7.211290117980602e-12,0.04830655199779485,0.1
5.24,98.2,4.4,16.6,57.64,0.0,11.69,0.0,5.964048183228631e-11,1.1978172591180452e-11,5.3445645633820724e-12,0.0389184464434686,0.1
6.11,99.7,4.4,18.86,56.44,0.0,10.25,0.0,5.272281147682943e-11,1.0334619202823334e-11,4.653568114303902e-12,0.03833291314692694,0.1
6.98,102.0,3.5,23.82,56.03,0.0,7.82,0.0,4.8305254631444586e-11,9.922322970511051e-12,3.3150664943148243e-12,0.02980452326787022,0.1
7.85,107.0,4.4,29.74,55.57,0.0,5.78,0.0,4.726583705828914e-11,1.0025691531365698e-11,3.887283795448079e-12,0.0357176770163422,0.1
8.72,108.0,4.4,30.17,54.32,0.0,3.82,0.0,4.3349139493232184e-11,8.86591028329809e-12,3.5321521068559557e-12,0.035386957784709405,0.1
9.6,110.0,4.4,31.9,52.55,0.0,2.7,0.0,4.0847322300542936e-11,8.096416113378763e-12,3.267785784043435e-12,0.03474355855226014,0.1
10.47,113.0,4.4,35.89,51.23,0.0,1.88,0.0,3.952388801671895e-11,8.048859338604235e-12,3.077966500417051e-12,0.03382116319246563,0.1
11.35,110.0,5.2,38.26,49.57,0.0,1.1,0.0,3.454927701191297e-11,7.687699680981697e-12,3.266477099308135e-12,0.041060569198125625,0.1
12.19,108.0,5.7,39.33,47.76,0.0,0.58,0.0,3.1009392648152965e-11,7.1444898924328915e-12,3.2732136684161464e-12,0.04584219531200991,0.1
13.12,109.0,8.6,40.63,45.68,0.0,0.0,0.0,2.934733135977125e-11,6.6547824321497314e-12,4.630955040257482e-12,0.06853087237372413,0.1
13.94,108.0,9.8,40.95,43.38,0.0,0.0,0.0,2.71165348910319e-11,6.08591080682495e-12,4.921148924668752e-12,0.07881640597503459,0.1
14.86,108.0,9.8,40.63,41.42,0.0,0.0,0.0,2.5437718464400046e-11,5.470952526762528e-12,4.616474832428157e-12,0.07881640597503459,0.1
15.68,109.0,12.3,40.09,39.99,0.0,0.0,0.0,2.4555930321441252e-11,4.974447708818865e-12,5.541980604655548e-12,0.09801508490660545,0.1
