Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.96,22.9,2.71,4.08,14.85,0.0,16.45,0.0,1.7703094452584893e-11,4.284163373516114e-12,4.1899900407428e-12,0.10278934899194868,0.1
1.92,33.5,2.71,6.24,21.2,0.0,7.4,0.0,1.894252374040674e-11,4.45029213396183e-12,3.0647307066568515e-12,0.07026495796763059,0.1
2.88,37.2,4.19,7.45,20.56,0.0,2.72,0.0,1.5571944488259873e-11,3.002889211018533e-12,3.5078735164413368e-12,0.09783300425670027,0.1
3.83,35.9,5.98,8.09,20.08,0.0,1.79,0.0,1.0905349234187736e-11,2.2596718600444122e-12,3.633091276904884e-12,0.14468417837222539,0.1
