Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.58,23.9,3.87,1.43,21.96,0.0,135.84,0.0,3.191664721066031e-11,1.3587006286012609e-11,1.03361861678038e-11,0.1406459953946096
1.17,34.7,3.87,3.24,34.79,0.0,96.51,0.0,3.335205072861928e-11,1.705341411262553e-11,7.439333505461477e-12,0.09687144927755531
1.75,42.8,3.87,-0.61,43.08,0.0,71.26,0.0,3.3923366482977805e-11,1.7177446919118947e-11,6.134739639678696e-12,0.07853830116661609
2.33,51.3,3.87,-3.66,48.67,0.0,55.55,0.0,3.660397617852346e-11,1.6287194909247132e-11,5.5227051778123115e-12,0.06552513235733272
2.91,57.7,3.87,9.71,52.39,0.0,42.67,0.0,3.707729925179506e-11,1.633352929190536e-11,4.97362731731185e-12,0.05825718006813117
3.5,67.3,3.87,13.91,55.75,0.0,35.03,0.0,4.1938369229213946e-11,1.6180927195100326e-11,4.8232240391399094e-12,0.0499470919752031
4.07,75.4,3.87,18.68,58.69,0.0,28.37,0.0,4.526867024106006e-11,1.649214624991824e-11,4.646943072490781e-12,0.0445814229433842
4.65,79.5,3.87,24.75,61.08,0.0,21.05,0.0,4.404846302660734e-11,1.72698389380785e-11,4.288491872024413e-12,0.04228225521925999
5.23,82.8,3.87,27.13,61.82,0.0,14.07,0.0,4.2482340893465237e-11,1.6401522640954423e-11,3.971175344389141e-12,0.04059709287356484
5.82,85.6,3.87,28.72,60.87,0.0,9.18,0.0,4.080129989361591e-11,1.49087922303627e-11,3.689276415614336e-12,0.03926915058330805
