Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
2.89,189.0,10.0,7.68,203.92,89.57,755.39,0.0,4.0056704850061094e-10,2.967905116421434e-10,4.238804746038211e-11,0.045957088032090136,0.1
5.77,212.0,5.0,21.36,229.24,63.44,149.71,0.0,2.5243255529979485e-10,1.6596486767027943e-10,1.1907196004707303e-11,0.02048558876902131,0.1
8.66,206.0,5.0,17.89,197.87,51.78,56.22,0.0,1.5880566968679081e-10,8.148029572908265e-11,7.709013091591787e-12,0.021082256403070473,0.1
11.54,200.0,5.0,24.41,185.0,44.86,16.1,0.0,1.1233203778025757e-10,5.36864065992751e-11,5.616601889012879e-12,0.021714724095162587,0.1
14.43,172.0,12.0,25.8,159.52,40.12,2.72,0.0,6.644159009992335e-11,3.260023023909042e-11,9.270919548826513e-12,0.06059923003301188,0.1
17.31,190.0,10.0,25.8,143.29,36.63,0.92,0.0,6.758644273112165e-11,2.2224672530485584e-11,7.114362392749647e-12,0.04571520862139492,0.1
20.2,169.0,10.0,23.72,130.86,33.91,0.25,0.0,4.5821731336910826e-11,1.593072421663242e-11,5.422690099042701e-12,0.051395796674941034,0.1
23.08,150.0,10.0,20.53,121.26,31.72,0.07,0.0,3.1593385625697445e-11,1.1904086625818536e-11,4.212451416759659e-12,0.057905930920433564,0.1
28.85,160.0,10.0,17.48,107.36,28.37,0.0,0.0,2.8757001671745937e-11,7.449900095499517e-12,3.594625208968242e-12,0.05428681023790648,0.1
31.74,155.0,10.0,16.5,102.03,27.05,0.0,0.0,2.4530473358947498e-11,6.115518174836938e-12,3.1652223688964514e-12,0.05603799766493572,0.1
34.62,151.0,12.0,15.67,97.49,25.9,0.0,0.0,2.1344023278563776e-11,5.117909377084298e-12,3.392427540963779e-12,0.06902693752104663,0.1
