Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.74,84.9,11.3,0.0,137.12,0.0,790.04,0.0,1.3425039959671086e-10,1.7509422409064082e-10,3.5736855487463666e-11,0.11560724724397514,0.1
3.5,136.0,9.9,0.0,180.27,0.0,652.93,0.0,1.7126129642030894e-10,1.5045212713501767e-10,2.4933629920015567e-11,0.06322816721826754,0.1
5.24,162.0,8.0,16.92,240.94,0.0,469.12,0.0,1.623110910032854e-10,1.8128775986847924e-10,1.6030725037361522e-11,0.04289328216328413,0.1
6.98,179.0,6.5,31.57,264.14,0.0,205.9,0.0,1.4876476966994577e-10,1.6659664559553803e-10,1.0804145283292151e-11,0.03154094002649315,0.1
8.72,182.0,6.1,42.24,243.55,0.0,95.39,0.0,1.231050151383593e-10,1.1685580723998907e-10,8.252094421362546e-12,0.029112047688020174,0.1
10.47,179.0,7.0,48.71,230.28,0.0,52.19,0.0,9.91765131132972e-11,8.941425608556602e-11,7.75682225467129e-12,0.03396716618237724,0.1
12.19,174.0,6.2,53.67,219.07,0.0,21.94,0.0,8.049042968239705e-11,7.145214176030809e-11,5.736099586561629e-12,0.030949721698852427,0.1
13.94,171.0,7.2,54.74,199.15,0.0,5.09,0.0,6.797964649765636e-11,5.306794418403966e-11,5.724601810328957e-12,0.03657216689711595,0.1
15.68,168.0,6.1,54.64,184.18,0.0,3.51,0.0,5.833402721928776e-11,4.122623815586864e-11,4.236161500448278e-12,0.03153805166202186,0.1
17.42,165.0,5.6,53.77,172.93,0.0,1.72,0.0,5.064880377105208e-11,3.3195859171358865e-11,3.437979407489596e-12,0.029479383014038914,0.1
19.28,171.0,8.6,52.37,162.7,0.0,0.85,0.0,4.9151258930359415e-11,2.685789432317624e-11,4.943869319311005e-12,0.04368342157155515,0.1
21.48,174.0,7.6,50.22,152.44,0.0,0.0,0.0,4.567869356743111e-11,2.133516834588853e-11,3.9903226564652455e-12,0.037938368534077165,0.1
