Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
1.5,164.0,28.2,3.86,179.05,0.0,1392.39,0.0,5.810933318851717e-10,3.4664133303692696e-10,1.9983941413612e-10,0.1493549315813622
2.52,194.0,32.0,5.64,226.49,0.0,684.62,0.0,4.840078149085349e-10,3.302594537858548e-10,1.5967268120693933e-10,0.14327240640107275
3.46,175.0,25.2,6.85,215.85,0.0,390.61,0.0,2.8684643281802947e-10,2.1863583801214567e-10,8.261177265159249e-11,0.12507681078813654
4.32,185.0,31.5,7.4,220.68,0.0,299.95,0.0,2.567492388863327e-10,1.830784577335893e-10,8.743352459372412e-11,0.14789487762110737
5.43,175.0,27.9,6.0,221.66,0.0,148.1,0.0,1.8277875829657127e-10,1.4683522028338907e-10,5.828031264542101e-11,0.13847789765829402
6.38,167.0,27.2,4.74,211.57,0.0,68.44,0.0,1.4166472353872487e-10,1.1380011740868101e-10,4.6147071619800196e-11,0.14147077733854427
7.57,176.0,7.18,7.37,198.06,0.0,40.47,0.0,1.326108048689753e-10,8.420117703802731e-11,1.0819836124536848e-11,0.035434481591651676
10.6,185.0,4.29,21.99,170.85,0.0,14.69,0.0,1.0463742565933562e-10,4.60998449399785e-11,4.852914119768106e-12,0.020141873809350813
13.57,183.0,4.22,32.44,151.82,0.0,5.42,0.0,7.997822965474198e-11,3.003633963851833e-11,3.688613433256952e-12,0.02002975643313358
16.64,172.0,4.33,38.81,136.17,0.0,3.34,0.0,5.761731641477727e-11,2.0989792345603155e-11,2.9009648846044835e-12,0.02186622217024512
19.71,161.0,4.24,42.5,127.01,0.0,3.06,0.0,4.26201116058165e-11,1.6231881343538376e-11,2.244835692033068e-12,0.0228746410344073
22.68,156.0,5.08,49.56,119.49,0.0,1.47,0.0,3.477407619068653e-11,1.3710616406318139e-11,2.264773167290866e-12,0.028284820103442552
25.75,159.0,6.49,54.94,111.5,0.0,0.76,0.0,3.181753057455909e-11,1.1622162733758172e-11,2.597431112313063e-12,0.035453725629586215
28.72,173.0,6.97,55.53,105.68,0.0,0.64,0.0,3.377203459931258e-11,9.78069006442181e-12,2.7212841752278465e-12,0.03499459582503659
31.79,177.0,6.57,60.71,100.59,0.0,0.4,0.0,3.193783402804981e-11,8.91482227170415e-12,2.3709781871670875e-12,0.03224084458874988
34.77,179.0,4.47,65.78,96.09,0.0,0.25,0.0,2.9864195924539014e-11,8.336037859236085e-12,1.4915414053931777e-12,0.02169046183360375
37.84,181.0,4.26,67.48,92.02,0.0,0.16,0.0,2.805792027441693e-11,7.525896794205329e-12,1.3207374626410622e-12,0.020443033070805
40.81,182.0,4.26,68.67,88.49,0.0,0.1,0.0,2.6304232590210563e-11,6.85384633686967e-12,1.2313849542230438e-12,0.020330708713273107
43.88,182.0,4.83,68.27,85.15,0.0,0.06,0.0,2.4463895442262834e-11,6.119706628261322e-12,1.2984682965508736e-12,0.023051014808711058
46.85,180.0,5.5,67.18,82.29,0.0,0.04,0.0,2.241221963601237e-11,5.463998465205249e-12,1.3696356444229782e-12,0.026540218338532054
49.92,177.0,8.5,65.98,79.64,0.0,0.03,0.0,2.033861666169278e-11,4.884945815880282e-12,1.9534264590326395e-12,0.04171189939183773
52.99,175.0,11.0,65.09,77.21,0.0,0.02,0.0,1.872973499812006e-11,4.41404056113933e-12,2.3545952569065217e-12,0.05459702058212308
55.96,172.0,11.6,64.29,75.06,0.0,0.01,0.0,1.7132811743064578e-11,4.0250327629879916e-12,2.310937397901734e-12,0.05857925569857816
59.03,168.0,12.6,62.6,72.97,0.0,0.01,0.0,1.5495130387911775e-11,3.61304367611902e-12,2.3242695581867664e-12,0.06514417228548777
62.0,158.0,5.38,59.81,71.15,0.0,0.0,0.0,1.3048840999124548e-11,3.1928980043111582e-12,8.886425895606337e-13,0.029576003957461953
65.07,158.0,6.5,57.13,69.42,0.0,0.0,0.0,1.2433197202177994e-11,2.825611457143982e-12,1.0229845799260374e-12,0.03573309028317894
68.05,166.0,15.5,55.14,67.85,0.0,0.0,0.0,1.3123132125517948e-11,2.5441573990988554e-12,2.4507053969340748e-12,0.08110318637952293
71.12,165.0,8.75,53.24,66.34,0.0,0.0,0.0,1.2405823420862308e-11,2.294334760597024e-12,1.3157691506975175e-12,0.046061535959435795
