Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.22,50.2,7.5,5.62,33.24,0.0,512.85,0.0,3.712224291759948e-10,8.603284996405995e-11,1.1092303660637294e-10,0.12976926750097165,0.1
0.66,62.2,7.51,13.36,44.88,0.0,84.05,0.0,1.8997055376015928e-10,5.821602357095999e-11,4.58739182874211e-11,0.104873040485319,0.1
1.11,72.4,5.35,17.38,43.65,0.0,25.33,0.0,1.5303952478327015e-10,3.663323334326251e-11,2.2617719822941858e-11,0.06418440547465185,0.1
1.55,73.2,3.31,17.38,39.37,0.0,8.23,0.0,1.120314401460489e-10,2.2519503085585532e-11,1.0131805106104421e-11,0.03927635888250719,0.1
2.0,72.9,3.21,17.17,35.3,0.0,3.0,0.0,8.611414933179308e-11,1.487280955164706e-11,7.583715208643505e-12,0.03824650992892834,0.1
2.45,72.6,2.73,16.22,31.81,0.0,0.83,0.0,6.97198769402116e-11,1.0172428541190984e-11,5.24339570376798e-12,0.03266181640759993,0.1
2.89,71.5,3.41,15.26,28.94,0.0,0.29,0.0,5.7327591436332916e-11,7.307221675603258e-12,5.468170260080986e-12,0.041425012120002484,0.1
3.34,71.1,4.38,14.31,26.66,0.0,0.09,0.0,4.905035890539183e-11,5.435135204522654e-12,6.0433353588077704e-12,0.05350801211635001,0.1
3.78,71.4,4.6,13.46,24.88,0.0,0.03,0.0,4.370731002393302e-11,4.20682987582708e-12,5.6317542327756825e-12,0.05595951307436857,0.1
4.22,71.5,5.68,13.36,23.42,0.0,0.01,0.0,3.925989081777302e-11,3.476832431332341e-12,6.2376553802783425e-12,0.06900119320868447,0.1
4.66,71.5,6.2,13.36,22.2,0.0,0.0,0.0,3.555294833712492e-11,2.9550176647754732e-12,6.165826005319566e-12,0.07531820385454996,0.1
5.11,71.3,6.43,13.46,21.14,0.0,0.0,0.0,3.224093398939128e-11,2.5661226093831615e-12,5.8151249804147526e-12,0.0783313749968558,0.1
5.56,71.8,9.68,13.46,20.22,0.0,0.0,0.0,3.004855220643096e-11,2.2475375592369144e-12,8.102228004408125e-12,0.1171022447026038,0.1
6.0,71.5,10.5,14.31,19.44,0.0,0.0,0.0,2.761278987516702e-11,2.126669046826769e-12,8.110050173125978e-12,0.12755502265689914,0.1
