Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.49,25.0,2.04,3.42,17.04,0.0,58.85,0.0,4.133647053520958e-11,1.0375599608713889e-11,6.7461119913462034e-12,0.0708768594466107
0.97,42.5,2.7,4.1,26.7,0.0,34.44,0.0,6.034698548959824e-11,1.2470485297671967e-11,7.667616979854836e-12,0.05518094593594258
1.47,48.0,2.15,10.21,28.91,0.0,12.1,0.0,5.0794254993665535e-11,1.1511119068151382e-11,4.550318676515871e-12,0.03890554733716631
1.95,49.2,2.08,12.59,27.91,0.0,4.42,0.0,4.0229538361281115e-11,9.107290311696871e-12,3.4015219427424685e-12,0.03672083424222617
2.44,50.4,2.06,13.04,24.63,0.0,0.9,0.0,3.37381062343684e-11,6.287112486617353e-12,2.757956303285671e-12,0.03550185050478963
2.92,51.6,2.04,12.14,22.08,0.0,0.36,0.0,2.9550579816017276e-11,4.341121526223064e-12,2.336557473824622e-12,0.0343395636853734
3.41,53.2,2.0,13.38,20.22,0.0,0.14,0.0,2.689789788157657e-11,3.644200239426162e-12,2.022398336960644e-12,0.032653720443853514
3.89,55.1,2.05,14.95,18.69,0.0,0.05,0.0,2.5293157666099658e-11,3.317096309818135e-12,1.8820679933032414e-12,0.03231592333581366
4.39,57.8,2.24,18.33,17.42,0.0,0.02,0.0,2.4662699505857417e-11,3.6004179431425065e-12,1.911572556855385e-12,0.03366157922018284
4.88,57.3,2.0,21.25,16.4,0.0,0.01,0.0,2.180413572732415e-11,3.891873764419336e-12,1.5221037156945304e-12,0.030317241319598728
5.36,57.5,2.0,22.04,15.57,0.0,0.0,0.0,1.9990347998939688e-11,3.669904721610834e-12,1.3906329042740654e-12,0.030211790045443606
