Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
1.7,305.0,10.0,0.0,92.31,265.84,879.93,1173.44,1.7733734908739358e-09,1.0242807399398064e-09,1.1628678628681547e-10,0.028478326682180442
3.41,257.0,10.0,0.0,152.76,236.42,657.78,159.82,6.277132883360601e-10,4.827326102162442e-10,4.8849283138993004e-11,0.033797235945778346
6.82,256.0,10.0,0.0,220.93,175.44,363.12,0.01,3.114189318868721e-10,2.1835091636534622e-10,2.4329604053661884e-11,0.03392925639869155
13.67,271.0,10.0,0.0,244.9,123.9,125.25,0.0,1.741083188251529e-10,9.65687080921092e-11,1.2849322422520509e-11,0.03205125327699276
19.49,282.0,10.0,0.0,240.52,103.77,61.48,0.0,1.3223177642627673e-10,6.062981626934368e-11,9.378140172076365e-12,0.03080102708533701
23.36,287.0,10.0,28.79,238.85,94.78,47.36,0.0,1.142721529686433e-10,4.944657739790738e-11,7.963216234748661e-12,0.030264423826010575
27.24,283.0,10.0,40.2,232.97,87.77,30.75,0.0,9.528295615038215e-11,4.0624014856940795e-11,6.733777819814993e-12,0.030692189533798712
31.22,280.0,10.0,45.05,223.71,81.99,18.49,0.0,8.138279831290769e-11,3.296650721452882e-11,5.8130570223505496e-12,0.031021034421660845
35.1,280.0,10.0,50.3,214.74,77.32,13.99,0.0,7.238663713187972e-11,2.7488078945169922e-11,5.170474080848551e-12,0.031021034421660845
38.97,281.0,10.0,59.7,206.96,73.38,9.86,0.0,6.566465833065578e-11,2.3908375510708186e-11,4.6736411623242545e-12,0.030910639281370233
42.85,282.0,10.0,67.17,198.69,69.98,6.64,0.0,6.014462829750602e-11,2.0933624542324865e-11,4.265576475000427e-12,0.030801027085337006
46.73,287.0,10.0,65.05,189.07,67.02,5.23,0.0,5.7123849632944734e-11,1.7510757328884727e-11,3.9807560719822115e-12,0.030264423826010575
50.71,292.0,10.0,71.21,184.25,64.33,4.79,0.0,5.449059463206195e-11,1.5939789604900486e-11,3.7322325090453395e-12,0.02974619739063369
54.58,298.0,10.0,79.19,180.41,62.01,3.46,0.0,5.272886846200918e-11,1.49846605474938e-11,3.5388502323496093e-12,0.02914728066464777
58.46,298.0,10.0,83.33,174.83,59.92,1.94,0.0,4.922924462292954e-11,1.3714792705161241e-11,3.3039761491899022e-12,0.029147280664647772
62.34,298.0,10.0,83.33,168.07,58.02,1.38,0.0,4.61652492886824e-11,1.2177134935542321e-11,3.0983388784350606e-12,0.029147280664647772
66.21,298.0,10.0,82.83,162.78,56.3,1.0,0.0,4.3466872687758063e-11,1.0929006184838042e-11,2.9172397777018834e-12,0.02914728066464777
70.19,298.0,10.0,85.86,158.17,54.68,0.71,0.0,4.1002160431065124e-11,1.01456133472917e-11,2.7518228477224918e-12,0.029147280664647775
74.07,298.0,10.0,86.26,152.97,53.23,0.0,0.0,3.885434913806482e-11,9.242412488064639e-12,2.607674438796297e-12,0.029147280664647775
