Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.35,20.9,9.81,-0.82,48.76,0.0,1540.43,0.0,4.0445851475646174e-11,1.1001023450275842e-10,3.796878497378842e-11,0.407696542341713
1.07,61.7,8.19,-2.5,98.26,0.0,772.11,0.0,1.153017782351165e-10,1.4602478387360683e-10,3.0610099311040645e-11,0.11529568255389405
1.6,81.3,4.32,-3.73,114.22,0.0,533.24,0.0,1.3387841540661601e-10,1.3184282724644132e-10,1.4227669238784283e-11,0.04615380471886956
3.7,124.0,3.41,-7.4,144.04,0.0,300.12,0.0,1.346762766552205e-10,9.0382713745203e-11,7.407195216037127e-12,0.02388619650467885
5.09,156.0,7.02,-9.39,154.24,0.0,183.64,0.0,1.5494617838993526e-10,7.517345194836732e-11,1.3945156055094175e-11,0.039086503371292665
6.61,166.0,6.34,-10.89,166.19,0.0,152.68,0.0,1.3510274449946994e-10,6.712465795811412e-11,1.0319896387067945e-11,0.03317381946104357
8.17,165.0,12.1,-5.79,171.87,0.0,89.5,0.0,1.0799292064770225e-10,5.84535209397327e-11,1.583896169499633e-11,0.06369652401247694
9.11,174.0,4.84,9.64,169.05,0.0,67.81,0.0,1.0770343993725797e-10,5.116191175560761e-11,5.991777578118719e-12,0.02416075048749125
10.37,164.0,5.86,17.85,166.21,0.0,59.0,0.0,8.405400171916659e-11,4.416305427350203e-11,6.0067859765160514e-12,0.031036166633573847
11.28,176.0,7.35,22.68,167.76,0.0,48.87,0.0,8.899501709735311e-11,4.1906296349675606e-11,7.433106541653924e-12,0.03627345956805569
13.62,174.0,3.28,31.86,164.88,0.0,24.37,0.0,7.203952553806316e-11,3.475811168723316e-11,2.715972916837324e-12,0.016373401156812253
15.04,168.0,2.23,35.59,159.31,0.0,14.96,0.0,6.081632624989575e-11,3.00730660076726e-11,1.6145286611579467e-12,0.011529484460050613
16.37,166.0,2.23,38.11,153.0,0.0,8.69,0.0,5.455278809660943e-11,2.6046743202405745e-11,1.4656953910293859e-12,0.011668393911376524
17.59,167.0,4.59,40.13,146.12,0.0,5.36,0.0,5.13826569742504e-11,2.263560727509468e-11,2.8245077306803514e-12,0.02387319367587935
18.8,167.0,5.3,41.74,140.2,0.0,3.94,0.0,4.8075581711545983e-11,1.994501000095445e-11,3.0515039888765715e-12,0.027565997054936942
20.13,165.0,3.48,42.85,134.43,0.0,2.74,0.0,4.3830211708481246e-11,1.7502840312880277e-11,1.8488380211577542e-12,0.018319330873009892
21.35,165.0,3.12,43.55,129.7,0.0,2.05,0.0,4.1325628182282306e-11,1.5646281286282154e-11,1.5628601203481309e-12,0.01642422767925025
22.57,165.0,2.39,44.16,125.69,0.0,1.61,0.0,3.9091810442699486e-11,1.4142108429685772e-11,1.1324779025218397e-12,0.012581379536348749
23.89,165.0,2.23,45.07,121.68,0.0,1.08,0.0,3.6931861100532743e-11,1.2798047815747282e-11,9.982793970204608e-13,0.01173911145023335
25.11,163.0,2.23,46.68,118.15,0.0,0.76,0.0,3.429082634606081e-11,1.1820563255748191e-11,9.382643282419094e-13,0.01188314962753683
26.33,162.0,2.23,48.39,114.89,0.0,0.54,0.0,3.230194139222239e-11,1.1005415870404485e-11,8.893003617858757e-13,0.01195650240301545
27.65,162.0,2.23,50.01,111.67,0.0,0.37,0.0,3.0759859560839624e-11,1.0239332474783434e-11,8.46845516304597e-13,0.01195650240301545
28.87,162.0,2.23,51.42,108.99,0.0,0.26,0.0,2.945999712009752e-11,9.63525828751596e-12,8.110591799730552e-13,0.011956502403015452
30.09,160.0,2.23,52.53,106.1,0.0,0.0,0.0,2.757193413857994e-11,9.03412289956328e-12,7.685676641129159e-13,0.012105958683053145
