Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.87,24.3,3.9,0.0,35.64,0.0,188.65,0.0,2.1995951298031437e-11,2.3657867618327152e-11
1.74,49.6,3.9,0.0,47.54,0.0,151.56,0.0,4.582089412637388e-11,2.104692074575269e-11
2.61,73.6,5.2,0.0,60.47,0.0,133.11,0.0,6.726119456913432e-11,2.2701726597617763e-11
3.5,101.0,4.4,7.38,73.72,0.0,113.1,0.0,9.445482724824673e-11,2.5664968248948475e-11
4.37,107.0,3.5,13.36,85.03,0.0,102.47,0.0,8.49054510085972e-11,2.8132782676602878e-11
5.24,115.0,3.5,14.01,96.27,0.0,83.86,0.0,8.179256891169217e-11,2.9873531635209776e-11
6.11,123.0,3.9,12.18,104.34,0.0,66.19,0.0,8.02450898163852e-11,2.965907210863813e-11
6.98,130.0,3.9,18.32,107.5,0.0,47.17,0.0,7.846585959932847e-11,2.8385825154683995e-11
7.85,134.0,3.5,21.34,109.28,0.0,36.52,0.0,7.41292139242414e-11,2.653085557160102e-11
8.72,136.0,3.9,21.77,108.62,0.0,26.62,0.0,6.874019925127079e-11,2.3685507116095644e-11
9.6,137.0,4.0,27.37,107.75,0.0,19.83,0.0,6.336061093048682e-11,2.2125570404012996e-11
10.47,136.0,3.5,29.53,106.05,0.0,13.97,0.0,5.725067215578618e-11,2.0104971829361278e-11
11.35,137.0,3.5,32.11,103.37,0.0,9.49,0.0,5.359135373856153e-11,1.8198990278615072e-11
12.19,137.0,3.5,32.87,100.58,0.0,6.45,0.0,4.989843026519059e-11,1.6319823033080788e-11
13.12,137.0,5.0,30.82,96.92,0.0,3.54,0.0,4.6361422632063513e-11,1.3947740011316687e-11
13.94,138.0,5.0,32.01,93.04,0.0,1.82,0.0,4.427360172023418e-11,1.244436208519294e-11
14.86,137.0,7.5,31.79,88.38,0.0,0.79,0.0,4.093283074917048e-11,1.07214319596749e-11
