Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
5.49,198.0,10.0,0.0,186.83,108.11,258.72,6.53,2.3142351782078092e-10,1.5131998322070344e-10,2.3376112911189992e-11,0.04386812948517695,0.1
6.17,195.0,5.0,10.14,197.4,102.7,211.17,3.26,1.9972549838046254e-10,1.4165568449069046e-10,1.0242333250280131e-11,0.02227151189247445,0.1
6.92,194.0,4.0,19.07,203.18,97.43,152.63,1.51,1.7625718115166299e-10,1.2948854232610221e-10,7.2683373670788855e-12,0.017909050800134094,0.1
7.69,195.0,3.0,24.03,205.95,92.74,114.26,0.69,1.6024789661995498e-10,1.1718066847454323e-10,4.9307045113832304e-12,0.01336290713548467,0.1
8.36,195.0,3.0,26.62,205.73,88.92,79.51,0.35,1.474050627999347e-10,1.062393248759941e-10,4.535540393844144e-12,0.013362907135484669,0.1
9.12,195.0,3.0,28.67,202.75,85.21,49.71,0.16,1.3512130756660678e-10,9.401909733528098e-11,4.157578694357132e-12,0.01336290713548467,0.1
9.88,192.0,7.0,29.74,195.44,81.9,20.91,0.07,1.2091911715091226e-10,8.094794696639637e-11,8.817018958920685e-12,0.031667305972112106,0.1
10.56,188.0,8.0,29.63,185.44,79.23,9.67,0.04,1.0846790078064532e-10,6.894668550964321e-11,9.231310704735773e-12,0.03696123250240441,0.1
11.31,186.0,7.0,29.42,175.66,76.58,4.66,0.02,9.913174210032809e-11,5.845122732315034e-11,7.461528975293511e-12,0.032688831971212494,0.1
12.08,186.0,6.0,29.85,166.96,74.1,2.88,0.01,9.281291416843632e-11,5.009367598831444e-11,5.98792994635073e-12,0.028018998832467855,0.1
12.77,186.0,5.0,30.5,160.29,72.07,1.8,0.0,8.77979642251144e-11,4.4189691638021817e-11,4.720320657264215e-12,0.023349165693723216,0.1
13.47,185.0,6.0,31.57,154.56,70.18,1.31,0.0,8.234274031098421e-11,3.943002120235605e-11,5.341150722874652e-12,0.028170452880210927,0.1
14.17,180.0,10.0,32.44,149.44,68.41,0.82,0.0,7.410109315082425e-11,3.543692682002459e-11,8.233454794536029e-12,0.04825494243369465,0.1
14.98,163.0,8.0,32.98,144.15,66.54,0.43,0.0,5.747948261345707e-11,3.153505789480885e-11,5.642157802547933e-12,0.042630133192957234,0.1
15.68,162.0,6.0,32.44,140.03,65.04,0.22,0.0,5.424171663630201e-11,2.8558737462960637e-11,4.0179049360223716e-12,0.0321699616224631,0.1
16.37,164.0,5.0,31.79,136.17,63.66,0.0,0.0,5.3246181907621106e-11,2.597088752680093e-11,3.246718409001287e-12,0.02648137084775926,0.1
17.19,166.0,5.0,30.82,132.07,62.12,0.0,0.0,5.195050268420572e-11,2.332520433640126e-11,3.129548354470224e-12,0.02616231818694288,0.1
17.88,166.0,5.0,29.63,128.95,60.91,0.0,0.0,4.994570140612396e-11,2.136776979431631e-11,3.0087771931399973e-12,0.026162318186942878,0.1
18.58,166.0,5.0,28.56,126.05,59.75,0.0,0.0,4.80640011378631e-11,1.963831770945064e-11,2.895421755292958e-12,0.026162318186942878,0.1
19.39,166.0,5.0,27.91,122.95,58.49,0.0,0.0,4.6056170249690374e-11,1.7937229375672717e-11,2.774468087330745e-12,0.026162318186942875,0.1
20.09,168.0,5.0,27.26,120.47,57.46,0.0,0.0,4.5528996854078244e-11,1.6632624884815802e-11,2.7100593365522767e-12,0.025850862018050702,0.1
20.79,172.0,5.0,26.4,118.15,56.49,0.0,0.0,4.61160242973494e-11,1.5448580257399798e-11,2.681164203334267e-12,0.025249679180421616,0.1
21.48,173.0,5.0,25.97,116.0,55.57,0.0,0.0,4.515515985531925e-11,1.4429703055790292e-11,2.6101248471282803e-12,0.025103727277644615,0.1
22.3,171.0,5.0,26.08,113.61,54.54,0.0,0.0,4.24949000976381e-11,1.3393298740498843e-11,2.4850818770548596e-12,0.025397338122997184,0.1
22.99,170.0,5.0,26.4,111.72,53.72,0.0,0.0,4.073880882116418e-11,1.262723495659088e-11,2.3964005188920108e-12,0.025546734229603046,0.1
23.69,172.0,5.0,27.16,109.89,52.92,0.0,0.0,4.0470753277412155e-11,1.1950719228213693e-11,2.3529507719425672e-12,0.025249679180421616,0.1
24.39,173.0,5.0,28.88,108.16,52.15,0.0,0.0,3.976764385782113e-11,1.1409938739455647e-11,2.2987077374463083e-12,0.02510372727764461,0.1
25.2,176.0,5.0,30.17,106.26,51.31,0.0,0.0,3.9835864795958065e-11,1.0800956628599308e-11,2.2634014088612533e-12,0.02467582283541203,0.1
25.9,178.0,5.0,29.96,104.71,50.61,0.0,0.0,3.9645116225137565e-11,1.0226165334403779e-11,2.2272537205133465e-12,0.02439856639905909,0.1
26.59,180.0,6.0,29.63,103.24,49.95,0.0,0.0,3.9488999245851056e-11,9.693924620826697e-12,2.6325999497234037e-12,0.028952965460216785,0.1
27.41,180.0,8.0,29.1,101.58,49.19,0.0,0.0,3.83076428291565e-11,9.103761033656156e-12,3.4051238070361333e-12,0.03860395394695572,0.1
28.1,180.0,5.0,28.45,100.24,48.59,0.0,0.0,3.7366992524810664e-11,8.633762378388993e-12,2.075944029156148e-12,0.02412747121684732,0.1
28.8,180.0,5.0,28.02,98.94,47.99,0.0,0.0,3.645876701205485e-11,8.20525962129749e-12,2.025487056225269e-12,0.02412747121684732,0.1
29.61,178.0,5.0,27.59,97.5,47.33,0.0,0.0,3.467776123711797e-11,7.751628115703003e-12,1.9481888335459532e-12,0.024398566399059088,0.1
30.31,174.0,5.0,27.59,96.31,46.78,0.0,0.0,3.237143971720291e-11,7.41056846511006e-12,1.86042756995419e-12,0.024959452982945503,0.1
