Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
2.61,120.0,10.5,5.71,126.18,0.0,351.27,0.0,1.7880161599781688e-10,9.925104241637741e-11,3.1290282799617957e-11,0.07600153433306907,0.1
3.5,148.0,7.5,9.28,135.14,0.0,336.69,0.0,2.0281722733512366e-10,8.534849855767497e-11,2.055580006774902e-11,0.04401633262532957,0.1
4.37,168.0,6.2,13.15,152.52,0.0,312.74,0.0,2.0930836311176936e-10,8.753884522386628e-11,1.5448950610630593e-11,0.03205506890238287,0.1
5.24,182.0,6.1,16.38,177.98,0.0,278.01,0.0,2.0486178091726968e-10,9.961527543580535e-11,1.3732493006542254e-11,0.029112047688020178,0.1
6.11,190.0,5.2,19.18,196.88,0.0,213.01,0.0,1.914764850533086e-10,1.0474845548036244e-10,1.0480818129233735e-11,0.023771908483125364,0.1
6.98,194.0,5.7,21.66,207.03,0.0,123.77,0.0,1.7474207644262286e-10,1.0167998903688758e-10,1.0268348821886086e-11,0.025520397390191085,0.1
7.85,195.0,6.1,23.38,198.89,0.0,64.81,0.0,1.5698169745317884e-10,8.391034180105226e-11,9.8214190201476e-12,0.027171244508818828,0.1
8.72,193.0,4.8,24.46,191.25,0.0,40.14,0.0,1.3843553643547717e-10,7.019175934702861e-11,6.885912693163631e-12,0.021602212571353457,0.1
9.6,192.0,3.9,25.0,180.26,0.0,21.59,0.0,1.2444592473448057e-10,5.6956134961140006e-11,5.055615692338273e-12,0.017643213327319603,0.1
10.47,192.0,3.5,25.65,169.65,0.0,15.04,0.0,1.1410514588834892e-10,4.6579574481667706e-11,4.160083443846055e-12,0.015833652986056056,0.1
11.35,191.0,4.4,26.73,162.03,0.0,13.24,0.0,1.0416464253484272e-10,3.95213843891669e-11,4.799208661291183e-12,0.02000937927093516,0.1
12.19,189.0,4.8,28.34,157.28,0.0,11.29,0.0,9.496626498496847e-11,3.501757677633134e-11,4.8236833008237945e-12,0.022059402255403263,0.1
13.12,185.0,5.3,30.6,152.13,0.0,6.56,0.0,8.453938353574372e-11,3.089640521107078e-11,4.843878191777748e-12,0.024883900044186315,0.1
13.94,182.0,4.5,32.54,146.63,0.0,4.29,0.0,7.700686743231658e-11,2.7453701592941458e-11,3.808031905993677e-12,0.021476100753457503,0.1
14.86,179.0,6.6,34.38,141.01,0.0,2.82,0.0,6.98773951747121e-11,2.4259816121982356e-11,5.152969923498322e-12,0.03202618525766996,0.1
15.68,176.0,6.2,36.42,136.34,0.0,2.06,0.0,6.40219255649326e-11,2.19511419795591e-11,4.510635664802069e-12,0.030598020315910923,0.1
16.61,174.0,6.6,38.36,131.69,0.0,1.52,0.0,5.907154351766527e-11,1.978927466954072e-11,4.481289508236675e-12,0.03294647793748806,0.1
17.42,178.0,8.7,38.9,128.17,0.0,1.33,0.0,5.894423135654781e-11,1.8095872422116615e-11,5.761964188786135e-12,0.04245350553436282,0.1
18.35,177.0,6.2,37.93,124.63,0.0,0.81,0.0,5.532990429164596e-11,1.6256885133894484e-11,3.876219283708531e-12,0.030425150144634587,0.1
19.16,169.0,5.9,36.96,121.38,0.0,0.36,0.0,4.83089234345302e-11,1.477056844189815e-11,3.37304909187844e-12,0.030323520038215215,0.1
20.09,158.0,6.3,36.1,117.8,0.0,0.2,0.0,4.0270191236720855e-11,1.3294825196374608e-11,3.2114203138144476e-12,0.03463361058215805,0.1
21.02,158.0,7.6,34.92,114.69,0.0,0.16,0.0,3.8488493907979166e-11,1.2020029495616722e-11,3.702690553172679e-12,0.04178022863879384,0.1
21.95,158.0,8.9,33.73,111.9,0.0,0.11,0.0,3.6857774120534035e-11,1.0923445825385667e-11,4.1523315148449734e-12,0.04892684669542963,0.1
22.76,159.0,9.0,32.65,109.45,0.0,0.0,0.0,3.599742584775468e-11,1.0046520810947913e-11,4.075180284651473e-12,0.04916541304565115,0.1
