Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.58,31.3,6.3,0.0,21.35,0.0,74.79,0.0,5.4740673492781635e-11,1.2734656188775767e-11,2.2036181661630948e-11,0.17482781060642086,0.1
1.16,54.8,5.8,2.75,29.36,0.0,33.7,0.0,8.389818826657564e-11,1.2252584681843651e-11,1.7759470508983165e-11,0.091930948724046,0.1
1.74,61.1,4.1,6.18,30.8,0.0,20.14,0.0,6.953166467283438e-11,9.545629722804118e-12,9.331581838252732e-12,0.058285020484560794,0.1
2.33,63.9,4.1,7.45,31.81,0.0,12.32,0.0,5.6793057530297554e-11,7.809033935553622e-12,7.287997992933332e-12,0.055731060275534657,0.1
2.91,67.2,4.1,14.25,31.67,0.0,9.18,0.0,5.029154896486224e-11,7.846438392294455e-12,6.13676639154569e-12,0.05299426713700394,0.1
3.49,70.4,3.6,16.89,31.97,0.0,6.44,0.0,4.602240884163406e-11,7.394479141477307e-12,4.706837267894392e-12,0.044416481103741655,0.1
4.07,73.7,3.6,15.31,32.15,0.0,4.92,0.0,4.325038934025841e-11,5.981565656869919e-12,4.225275485072735e-12,0.0424276834423801,0.1
4.65,78.0,4.1,18.83,31.31,0.0,2.36,0.0,4.240193806477261e-11,5.88725506501385e-12,4.4576396427068634e-12,0.045656599379572615,0.1
5.23,80.8,4.1,23.23,29.91,0.0,1.67,0.0,4.045483996865634e-11,6.115573285003275e-12,4.105565442363638e-12,0.04407443999513199,0.1
5.81,80.5,3.6,26.13,28.44,0.0,1.22,0.0,3.6146402743143e-11,6.064294022608355e-12,3.232970183237635e-12,0.03884373005842749,0.1
6.4,81.3,3.6,28.95,27.55,0.0,0.87,0.0,3.3469603851654003e-11,6.165601588090872e-12,2.964097758080059e-12,0.0384615039323913,0.1
6.98,82.1,4.6,31.41,26.52,0.0,0.59,0.0,3.129538844389998e-11,6.213397093937398e-12,3.5069131995600464e-12,0.04866637312435952,0.1
7.62,82.8,4.6,34.05,25.42,0.0,0.38,0.0,2.915782714866446e-11,6.3050198925445425e-12,3.239758572073829e-12,0.048254942433694645,0.1
8.28,84.9,5.5,34.49,24.36,0.0,0.25,0.0,2.8212040494960978e-11,5.817218004003759e-12,3.655270264364791e-12,0.05626901414529764,0.1
8.9,84.3,5.5,32.03,23.44,0.0,0.16,0.0,2.5877040018326858e-11,4.736044631350302e-12,3.376600714135177e-12,0.05666950534917876,0.1
9.52,83.2,7.0,32.29,22.66,0.0,0.11,0.0,2.356455045392405e-11,4.423329780745205e-12,3.965188778304528e-12,0.07307839839718179,0.1
10.22,80.1,10.8,33.08,21.62,0.0,0.0,0.0,2.03452762545783e-11,4.211106027374214e-12,5.486366630448081e-12,0.11711311871548363,0.1
