Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.34,19.6,2.89,4.29,19.73,0.0,106.8,0.0,3.661699329503527e-11,2.0306394187111167e-11,1.0798276594148156e-11,0.12807255639799975
0.68,32.5,2.89,6.17,28.0,0.0,66.32,0.0,5.03393106620692e-11,2.049644682905976e-11,8.952652788515691e-12,0.0772376032431014
1.02,41.9,2.89,5.94,31.57,0.0,28.35,0.0,5.5779848325955215e-11,1.6954233761083235e-11,7.694690294129382e-12,0.05990983545109296
1.37,50.6,2.89,8.81,31.98,0.0,17.64,0.0,6.05661435244021e-11,1.3932424783339574e-11,6.918425090336841e-12,0.04960913251780228
1.71,57.0,2.89,15.21,31.44,0.0,8.3,0.0,6.15748065092482e-11,1.3751155286028366e-11,6.243901431990431e-12,0.04403898430527711
2.05,60.5,2.89,17.87,29.65,0.0,4.37,0.0,5.786371900525692e-11,1.1997177598581878e-11,5.528137121493967e-12,0.04149127446943464
2.39,60.5,2.89,17.46,27.89,0.0,2.3,0.0,4.963206023463459e-11,9.407448702750696e-12,4.741707572829553e-12,0.04149127446943464
2.74,60.0,2.89,15.96,26.14,0.0,1.18,0.0,4.257958191188887e-11,7.053679132279956e-12,4.1018330575119614e-12,0.041837035090013255
3.08,61.5,2.89,15.55,24.58,0.0,0.62,0.0,3.97968749008209e-11,5.722823755071692e-12,3.740259137020241e-12,0.040816619600012934
3.42,61.5,2.89,16.29,23.19,0.0,0.33,0.0,3.584046043699661e-11,5.062553518528753e-12,3.3684205093632586e-12,0.04081661960001293
3.76,63.0,2.89,16.96,21.99,0.0,0.17,0.0,3.420918351556636e-11,4.563134890895425e-12,3.138556836824977e-12,0.03984479532382215
4.11,64.0,2.89,17.21,20.84,0.0,0.0,0.0,3.229740139094386e-11,4.047716774434279e-12,2.916859063119617e-12,0.03922222039688742
