Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.33,20.5,4.17,5.04,10.8,0.0,44.45,0.0,4.127083323048094e-11,8.221915981889431e-12
0.99,19.9,1.82,10.8,19.85,0.0,13.79,0.0,1.2963444511285155e-11,1.0267418942123249e-11
1.65,19.3,1.69,12.3,20.13,0.0,4.14,0.0,7.316108349802189e-12,6.9509501061157405e-12
2.31,18.8,1.9,12.7,18.24,0.0,1.17,0.0,4.958532607115215e-12,4.596558604447998e-12
2.97,18.2,1.74,13.3,16.21,0.0,0.34,0.0,3.614396404062266e-12,3.363776684557733e-12
3.63,18.3,2.22,14.2,14.5,0.0,0.0,0.0,2.9898197697378753e-12,2.7387263330157346e-12
