Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.22,152.0,39.4,0.62,26.39,158.03,1284.41,17156.5,3.4034074870566272e-09,2.626509768549571e-09,1.7643980919740936e-09,0.22514740246037002
0.43,167.0,32.9,1.83,47.21,231.8,1125.76,7720.07,2.10190915390015e-09,2.9189328975215382e-09,8.281773792013765e-10,0.171117227001401
0.65,179.0,20.9,2.76,65.47,250.59,980.53,2738.14,1.5975047573788026e-09,2.2988354077165654e-09,3.730485969744913e-10,0.10141625331595489
0.87,188.0,15.7,3.59,80.81,244.02,854.03,1058.7,1.3165758991305918e-09,1.6747769405466898e-09,2.198961874079818e-10,0.07253641878596864
1.08,195.0,10.6,4.38,93.2,231.39,748.54,443.76,1.1410243750069016e-09,1.2555390177280072e-09,1.2404982948792983e-10,0.04721560521204584
1.31,199.0,8.88,5.12,104.66,217.32,647.89,128.19,9.796801577230765e-10,9.539928969839084e-10,8.743276181488362e-11,0.03875914572161684
1.52,202.0,4.4,5.84,113.51,203.82,567.07,14.44,8.699786720233251e-10,7.580903476550159e-10,3.790006095943198e-11,0.018919759607666415
1.73,202.0,2.3,6.53,120.8,191.4,494.29,1.36,7.643743245522858e-10,6.178598711480724e-10,1.7406544024457992e-11,0.00988987434037108
1.96,202.0,3.38,7.2,127.95,179.83,433.23,0.1,6.746773374874767e-10,5.104991524375076e-10,2.2578310898095755e-11,0.01453381533498011
2.17,200.0,4.47,7.85,133.72,170.88,374.57,0.01,5.973786709604481e-10,4.397024193487351e-10,2.670282659193203e-11,0.019412963341075357
2.39,196.0,2.88,8.49,138.13,162.54,305.03,0.0,5.209112016866943e-10,3.811035040519756e-10,1.530841082507836e-11,0.012762939876340458
2.6,193.0,3.32,9.1,140.07,156.06,243.47,0.0,4.6429149142975416e-10,3.3580604711722344e-10,1.5973551829500352e-11,0.01494153036185281
2.83,189.0,2.21,9.69,139.86,149.58,190.61,0.0,4.0905963610133056e-10,2.924285629624845e-10,9.566368209353868e-12,0.01015651645509192
3.04,184.0,14.0,10.26,138.24,144.32,155.5,0.0,3.6092047250296163e-10,2.584116394860565e-10,5.4922680598276775e-11,0.06608829072440789
5.87,170.0,5.45,16.97,124.36,103.86,85.65,0.0,1.595545510730093e-10,8.596907101607411e-11,1.0230262392328242e-11,0.02784594031026732
6.08,172.0,6.66,17.59,125.28,102.05,83.33,0.0,1.5768949755623255e-10,8.233545744663906e-11,1.2211768066564055e-11,0.03363257266832159
6.3,174.0,3.96,18.32,126.27,100.25,80.59,0.0,1.5574259330609843e-10,7.89244089741077e-11,7.088973212553446e-12,0.019767886762492838
6.52,176.0,5.18,18.94,127.31,98.55,77.61,0.0,1.5396683939542072e-10,7.585567522769572e-11,9.063048046230447e-12,0.025564152457486864
6.74,178.0,3.04,19.56,128.27,96.92,74.35,0.0,1.5234547629540992e-10,7.301192306724759e-11,5.203710650989283e-12,0.014834328370627927
6.95,180.0,2.75,20.18,129.11,95.45,71.73,0.0,1.5108093380534958e-10,7.050173217319339e-11,4.61636186627457e-12,0.013270109169266025
7.16,182.0,2.34,20.9,130.08,94.04,69.78,0.0,1.4992677821319736e-10,6.829027295117457e-11,3.855260011196503e-12,0.011167572391797902
7.39,183.0,3.39,21.52,131.37,92.56,68.08,0.0,1.4686124173407966e-10,6.617196099590136e-11,5.441088628180657e-12,0.016090254575431954
7.6,184.0,7.58,22.25,132.89,91.28,66.23,0.0,1.4436818900118467e-10,6.463378417882391e-11,1.1894683398141086e-11,0.03578208883507227
7.82,185.0,6.08,22.97,134.56,89.98,63.37,0.0,1.4183589667377972e-10,6.319228682957733e-11,9.322835154341414e-12,0.028546058918613743
8.03,186.0,6.73,23.7,136.18,88.8,60.28,0.0,1.396239107291047e-10,6.196625955358977e-11,1.0103966873192201e-11,0.03142797702375145
8.26,187.0,6.83,24.42,137.94,87.55,56.45,0.0,1.3719952904434177e-10,6.071776535896014e-11,1.0022168806126784e-11,0.03172439905239797
8.47,187.0,6.11,25.15,139.4,86.46,52.04,0.0,1.3379788782836634e-10,5.961746236643267e-11,8.74336999605688e-12,0.028380099298704473
8.68,188.0,4.78,25.77,140.55,85.41,47.02,0.0,1.31960948415163e-10,5.842233404927149e-11,6.7103546108987135e-12,0.02208433642018663
8.91,188.0,4.14,26.49,141.3,84.3,40.84,0.0,1.2855454907335742e-10,5.695590710407591e-11,5.661870565571274e-12,0.01912743781999428
9.53,187.0,5.93,28.25,140.15,81.51,26.78,0.0,1.1891585623360578e-10,5.1926567272512725e-11,7.54193612262334e-12,0.0275440243602811
9.78,187.0,7.63,28.97,138.99,80.46,22.33,0.0,1.1587608485749113e-10,4.9804743706904024e-11,9.455984250937511e-12,0.03544028766761295
9.99,186.0,7.89,29.6,137.71,79.61,18.95,0.0,1.1223023054601709e-10,4.799405494963779e-11,9.521467946323386e-12,0.03684498346469523
10.21,186.0,9.86,30.11,136.12,78.75,16.15,0.0,1.098119493785221e-10,4.606297371563301e-11,1.1642428181421805e-11,0.04604455474802217
11.46,182.0,2.51,33.53,126.5,74.33,7.76,0.0,9.367152984349853e-11,3.674254766043951e-11,2.583687251727267e-12,0.011978891753595186
13.39,177.0,3.62,37.77,114.46,68.77,4.2,0.0,7.582552231155365e-11,2.7319449281523497e-11,3.101563737489539e-12,0.017764361858641487
15.21,175.0,6.71,39.12,106.58,64.52,2.6,0.0,6.525237722224733e-11,2.1571112495583853e-11,5.00392515612891e-12,0.03330418255509508
17.13,177.0,6.13,39.12,99.72,60.8,1.56,0.0,5.927050459729734e-11,1.719724657194663e-11,4.10540331278455e-12,0.030081640384937103
