Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.09,231.0,52.9,-0.75,12.18,80.49,2863.21,29242.18,1.9214580410175396e-08,1.6595172909609316e-09,8.800444187863883e-09,0.19891063283707375
0.17,231.0,27.9,-0.9,23.29,154.33,2799.34,23293.66,1.0172424923034033e-08,3.229880030683608e-09,2.457235111278351e-09,0.1049074982259803
0.26,231.0,16.4,-0.97,35.2,203.79,2729.19,15656.33,6.65120091121456e-09,3.7006999635515257e-09,9.444129432373919e-10,0.0616660563048773
0.34,231.0,11.9,-1.0,45.31,224.63,2668.31,11345.04,5.086212461517017e-09,3.4644449019982955e-09,5.240340111866017e-10,0.04474549207488049
0.43,232.0,8.04,-1.04,56.16,236.57,2601.44,8539.84,4.05655126750768e-09,3.0713277309369706e-09,2.8116096716173913e-10,0.030101100297432272
0.51,232.0,6.53,-1.11,65.37,243.18,2543.41,6949.05,3.420229500055495e-09,2.7661604926594107e-09,1.925353330634688e-10,0.02444778419679512
0.6,232.0,4.75,-1.21,75.35,248.89,2479.67,5592.32,2.907195075047171e-09,2.4953843689780282e-09,1.1904462591787984e-10,0.01778361025034867
0.69,232.0,4.0,-1.34,84.97,252.61,2417.53,4572.83,2.527995717432323e-09,2.2674381578089684e-09,8.717226611835596e-11,0.014975671789767303
0.77,233.0,5.69,-1.48,93.17,255.01,2363.6,3849.38,2.2849177515930106e-09,2.09847631332475e-09,1.1159812881171014e-10,0.02121146439510303
0.86,233.0,4.83,-1.64,102.03,256.4,2304.36,3221.94,2.0457984520076956e-09,1.9301871497494857e-09,8.481722337508301e-11,0.018005513713242115
0.95,234.0,10.8,-1.82,110.51,257.17,2246.61,2765.52,1.867916955800772e-09,1.7874911802240666e-09,1.7242310361237897e-10,0.04008872140645401
1.03,235.0,10.3,-2.0,117.74,258.4,2196.5,2416.65,1.7375925853210175e-09,1.688563867458358e-09,1.5231662662814025e-10,0.038070069477476536
1.11,235.0,10.6,-2.17,124.74,258.76,2147.5,2096.14,1.6123606872798629e-09,1.5954280890523427e-09,1.4545551732056635e-10,0.03917890645254867
1.2,236.0,10.2,-2.35,132.45,259.47,2093.68,1752.88,1.5041536944469682e-09,1.5094808706997793e-09,1.300200651132125e-10,0.03754070945265397
1.29,237.0,10.6,-2.54,139.94,259.74,2041.21,1444.87,1.411095596416957e-09,1.4322374737977823e-09,1.262245849959472e-10,0.0388482827694048
1.38,238.0,14.2,-2.73,147.1,259.48,1990.06,1174.7,1.3302224789892658e-09,1.3607201232282185e-09,1.58732430265946e-10,0.051823375151480465
1.46,238.0,14.1,-2.94,153.23,258.65,1945.67,969.16,1.2573335760309497e-09,1.2998843111186115e-09,1.4897818001711253e-10,0.05145842180534328
1.55,239.0,19.6,-3.15,159.87,257.13,1896.9,770.65,1.1943003472376115e-09,1.234640141477986e-09,1.9588524523729862e-10,0.07123156355902707
1.63,240.0,17.8,-3.37,165.58,255.36,1854.59,629.73,1.1452078963295756e-09,1.1798647904540543e-09,1.6987250462222038e-10,0.06442034814898234
1.72,241.0,7.14,-3.59,171.83,252.89,1808.11,495.74,1.0943471043034406e-09,1.121408229760519e-09,6.484347157449432e-11,0.025733299591611764
1.8,242.0,11.9,-3.81,177.21,250.43,1767.23,402.06,1.0544055463180149e-09,1.0728384756094265e-09,1.0369773554697832e-10,0.042711606071476824
1.89,243.0,10.9,-4.02,183.03,247.35,1719.56,316.59,1.0125120438776377e-09,1.0212955125549351e-09,9.083441381289094e-11,0.038961397964983074
1.98,244.0,17.6,-4.24,188.55,244.09,1672.1,250.14,9.744597768034557e-10,9.732735095128039e-10,1.4057780386672804e-10,0.06265231870079699
2.07,246.0,11.4,-4.48,193.82,240.73,1628.43,196.88,9.474347802475626e-10,9.288461529129364e-10,8.781102841318873e-11,0.04025168368859406
2.15,247.0,12.9,-4.72,198.33,237.68,1591.58,160.14,9.196125753543997e-10,8.921844844749726e-10,9.605669815442717e-11,0.04536355317046112
2.23,248.0,15.4,-4.99,202.68,234.62,1556.82,129.09,8.938156477566204e-10,8.581129004914831e-10,1.1100613689880608e-10,0.053936572752500626
2.32,249.0,17.6,-5.25,207.44,231.17,1520.1,101.99,8.660842963656755e-10,8.227083168647244e-10,1.2243440655450513e-10,0.061394240012025966
2.4,251.0,24.0,-5.52,211.55,228.14,1490.64,82.62,8.507180668616548e-10,7.937172499261192e-10,1.6268712035601365e-10,0.08305233120062186
2.49,252.0,10.1,-5.8,216.16,224.74,1462.65,65.01,8.265158555407518e-10,7.637902485659423e-10,6.625246143620312e-11,0.034812494184308276
2.58,253.0,12.0,-6.06,220.83,221.41,1439.08,51.48,8.040272929111521e-10,7.368614201112431e-10,7.627136375441758e-11,0.041197895516513997
2.67,254.0,6.34,-6.31,225.64,218.17,1415.29,40.48,7.830790886557573e-10,7.129179518767428e-10,3.909229466202757e-11,0.021680527679264698
2.75,256.0,6.22,-6.56,230.0,215.36,1394.11,32.75,7.723189510794429e-10,6.937968383347379e-10,3.752987402901668e-11,0.02110399747998614
2.83,257.0,5.6,-6.82,234.46,212.6,1373.66,26.62,7.563612414226025e-10,6.765369013181444e-10,3.296204631880602e-11,0.01892645212963587
2.92,259.0,8.73,-7.07,239.57,209.57,1344.19,20.95,7.445024505131359e-10,6.591502792012202e-10,5.0189238555827615e-11,0.02927714924336207
3.0,260.0,5.19,-7.31,243.97,206.96,1311.28,16.93,7.302556000044171e-10,6.44806550080926e-10,2.9154050492484036e-11,0.017338372008291362
3.09,262.0,11.0,-7.55,248.68,204.14,1269.31,13.39,7.199354484791062e-10,6.29645307201731e-10,6.04525949104593e-11,0.036467475579662366
3.18,263.0,16.0,-7.78,252.98,201.42,1224.91,10.58,7.049102600857643e-10,6.149116105819034e-10,8.576854875568235e-11,0.05284191414792417
