Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
4.52,97.4,2.3,19.31,88.08,55.57,28.91,0.0,6.801879499297571e-11,4.5984196924744573e-11,3.2123866218448487e-12,0.02051082768742257
4.69,96.9,11.7,19.73,87.36,54.55,26.51,0.0,6.488199067975557e-11,4.345096910391486e-11,1.566809682049825e-11,0.10487606683731776
6.03,96.8,2.3,22.95,81.5,48.11,14.16,0.0,5.035966788384548e-11,2.9387515426368775e-11,2.393124713488525e-12,0.020637960916890064
7.53,105.0,1.02,26.37,76.78,43.05,8.19,0.0,4.744965693467962e-11,2.1262063664055505e-11,9.218790490166325e-13,0.008437721362691747
8.58,110.0,7.12,28.87,73.0,40.33,5.41,0.0,4.570329767892916e-11,1.7512797837901418e-11,5.916499626799557e-12,0.05622139474820278
8.7,110.0,5.26,29.07,72.69,40.05,5.18,0.0,4.507290736611634e-11,1.7171603203375238e-11,4.310608959014035e-12,0.04153434499656553
8.82,110.0,5.16,29.38,72.31,39.78,4.95,0.0,4.445967053120319e-11,1.684788680410076e-11,4.171125453472881e-12,0.04074471866583235
9.03,111.0,0.82,29.9,71.64,39.31,4.58,0.0,4.421887223876243e-11,1.630025156523007e-11,6.533238781222557e-13,0.006416603156048044
9.05,111.0,7.81,29.9,71.58,39.27,4.54,0.0,4.412115097414637e-11,1.6240963910365265e-11,6.208760164109607e-12,0.0611142324984576
10.53,112.0,1.43,33.33,67.3,36.41,2.67,0.0,3.860620647033585e-11,1.3244771256674511e-11,9.858370580817903e-13,0.011090019805743749
12.07,112.0,1.21,36.03,63.57,34.0,1.5,0.0,3.3680476730127295e-11,1.1083447316501229e-11,7.277388722045362e-13,0.009383862912552405
13.58,114.0,1.35,37.9,59.74,32.06,0.69,0.0,3.101411461879658e-11,9.40335335771452e-12,7.345448199188665e-13,0.010285921939813859
15.09,118.0,1.36,39.04,56.25,30.41,0.37,0.0,2.99036519770769e-11,8.061122824571776e-12,6.893045201495692e-13,0.010010855854041057
16.6,122.0,1.44,39.66,53.26,29.0,0.2,0.0,2.905768611552473e-11,6.989012686168957e-12,6.859519345304198e-13,0.01025219760558496
18.11,125.0,1.64,40.08,50.67,27.76,0.11,0.0,2.7960892548664678e-11,6.1371934262545805e-12,7.336938204769611e-13,0.011395887205141326
19.62,128.0,1.97,40.18,48.42,26.67,0.06,0.0,2.706265437650953e-11,5.425386346393283e-12,8.330223300269339e-13,0.013368127021084468
21.02,131.0,1.81,39.87,46.57,25.77,0.03,0.0,2.6458141481927194e-11,4.839375202996427e-12,7.311333753021102e-13,0.012001114690761613
24.04,127.0,1.93,37.17,43.23,24.09,0.01,0.0,2.174314857228444e-11,3.669811851417145e-12,6.60854751882031e-13,0.013199816536587024
27.06,124.0,1.92,34.89,40.56,22.71,0.0,0.0,1.8414716320189055e-11,2.8753709697316566e-12,5.702621828187579e-13,0.013449119439584574
