Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.11,56.2,28.5,-1.03,10.27,44.15,655.22,4452.47,9.305279036893295e-10,4.1721536262770376e-10,9.43773852496295e-10,0.4404766097595258
0.23,64.6,22.7,-1.23,20.21,75.69,599.52,2773.9,5.88012630508316e-10,5.936251558041859e-10,4.132472666420673e-10,0.30521624579578377
0.34,70.2,17.2,-1.32,28.3,90.09,552.64,1731.65,4.697261756499001e-10,5.795321916286985e-10,2.3017920858057781e-10,0.21281666919475584
0.46,71.6,11.7,-1.38,36.17,97.29,505.66,1079.38,3.6117498862477274e-10,5.127455963145711e-10,1.1803763594720227e-10,0.14193423011921916
0.57,71.0,11.3,-1.41,42.64,98.4,466.11,777.25,2.866099719419392e-10,4.3693031832650773e-10,9.123077980123698e-11,0.1382402153663872
0.69,69.0,9.37,-1.36,48.95,99.3,426.49,601.37,2.2361377100726978e-10,3.803709533411573e-10,6.073220389385848e-11,0.11795186363575272
0.8,67.7,6.23,-1.23,54.16,100.36,393.14,459.37,1.856678913985343e-10,3.449659919281113e-10,3.417166804764752e-11,0.07993071262207557
0.92,66.9,4.0,-0.91,59.24,100.84,359.72,348.84,1.5765721954282394e-10,3.1252224776048657e-10,1.885288126072633e-11,0.05193357033222742
1.03,66.6,3.1,0.49,63.4,101.52,331.59,233.68,1.3955991249880473e-10,2.9023655944311513e-10,1.2992063926315156e-11,0.040429816633636054
1.14,66.8,3.02,1.27,67.15,100.91,305.66,159.27,1.2685206121783362e-10,2.66771678540869e-10,1.1469857032271185e-11,0.03926854297448564
1.26,67.4,3.09,1.89,70.78,99.65,279.67,96.37,1.1684192481952894e-10,2.4330438717250506e-10,1.0713399041315859e-11,0.03982106673831003
1.37,68.3,2.71,2.47,73.73,97.83,257.8,50.26,1.1034948103608404e-10,2.2291957195493045e-10,8.756869505352496e-12,0.03446377879817898
1.49,69.6,2.75,2.98,76.63,95.14,239.14,24.69,1.0536143225003169e-10,2.018655878460512e-10,8.325975249643309e-12,0.03431924785155008
1.61,71.2,2.61,3.52,79.45,92.26,221.75,12.13,1.020430817620932e-10,1.8371548985337152e-10,7.481248410086047e-12,0.03184012915077211
1.71,72.9,4.09,4.06,81.6,89.85,205.51,6.74,1.0071830331203869e-10,1.705081887236998e-10,1.1301450220747276e-11,0.04873153445773113
1.83,74.9,6.17,4.62,83.69,87.09,183.4,3.33,9.934865696432196e-11,1.5641842820209737e-10,1.636798967876813e-11,0.07155132051650369
1.94,77.0,7.74,5.19,85.04,84.69,167.21,1.73,9.904422891842988e-11,1.4472441907430273e-10,1.9911748878666163e-11,0.0873101114267836
2.06,79.2,5.36,5.77,86.25,82.25,154.41,0.85,9.868078546299706e-11,1.335384800771112e-10,1.3356793183880411e-11,0.05878329351013711
2.18,81.4,6.34,6.34,87.49,79.96,146.81,0.42,9.850125662434044e-11,1.2402621066533976e-10,1.5343930393079076e-11,0.06765176941687019
2.29,83.6,2.03,6.95,88.91,78.04,140.69,0.22,9.890688570463691e-11,1.169506060972925e-10,4.8033726789572465e-12,0.021091334886689017
2.4,85.7,1.94,7.56,90.4,76.26,131.91,0.11,9.917446286383953e-11,1.1091762808945703e-10,4.490045693252012e-12,0.019662340604254574
2.52,87.8,1.7,8.2,91.9,74.41,120.79,0.06,9.9137496117534e-11,1.0501460653529376e-10,3.839037435075349e-12,0.016817781759351436
2.63,89.7,2.16,8.89,92.95,72.86,108.91,0.03,9.914677504622709e-11,9.999454159080708e-11,4.774961741356756e-12,0.02091585464684557
2.75,91.4,1.88,9.58,93.65,71.23,96.05,0.01,9.844851111693761e-11,9.461351054993337e-11,4.049960632381679e-12,0.01786594367566988
2.86,92.8,3.36,10.31,93.97,69.85,86.65,0.01,9.75841703512337e-11,8.993493746348746e-11,7.066439921985888e-12,0.031448910758511334
2.98,94.1,1.4,11.11,94.1,68.43,77.7,0.0,9.629692907561922e-11,8.513790948484844e-11,2.8653708970428673e-12,0.01292268383984171
3.09,95.2,5.51,11.94,93.98,67.21,70.44,0.0,9.505279073166014e-11,8.097451690832074e-11,1.1002959599400155e-11,0.05027232343039743
3.2,96.1,6.23,12.77,93.74,66.06,64.18,0.0,9.352899158261085e-11,7.708409478345948e-11,1.2126651770232375e-11,0.05630914926654024
