Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.26,14.6,13.0,-0.5,5.06,0.0,34.28,0.0,2.6569404363383283e-11,1.5645235958355894e-12,4.731537763342229e-11,0.7734011321564759
0.44,10.0,7.0,-0.86,8.17,0.0,31.74,0.0,7.365407477182798e-12,2.40368968206739e-12,1.0311570468055918e-11,0.6080122746645527
0.77,10.7,7.13,-1.55,13.14,0.0,26.03,0.0,4.81866001178662e-12,3.532335788341507e-12,6.4218777353343176e-12,0.5787887207420906
0.89,17.4,9.6,-1.78,14.55,0.0,23.16,0.0,1.1024475705937305e-11,3.739016333866443e-12,1.2164938709999784e-11,0.4792214972725537
1.22,23.5,11.2,-2.43,17.29,0.0,17.48,0.0,1.4669839040005314e-11,3.81368398720199e-12,1.3983165723239106e-11,0.41396580402692934
1.55,31.0,5.2,-2.98,18.37,0.0,11.3,0.0,2.009283159775467e-11,3.342143548261674e-12,6.740820923117696e-12,0.14569879392883286
1.8,32.3,2.41,-3.18,18.25,0.0,10.51,0.0,1.8783736807904542e-11,2.8162164979968176e-12,2.803022025204331e-12,0.06480803104562458
2.21,40.9,5.9,-3.53,19.06,0.0,10.14,0.0,2.4530352959451172e-11,2.4808957329269982e-12,7.077216746247526e-12,0.12529767448553475
2.31,43.8,4.26,-3.66,19.39,0.0,9.91,0.0,2.6914461562907746e-11,2.4493901064280177e-12,5.235415810866986e-12,0.08447920058939966
2.54,44.8,4.5,-4.08,20.16,0.0,9.2,0.0,2.5607770339063712e-11,2.3803957689861173e-12,5.1444181484726204e-12,0.08724665931092111
3.1,51.7,12.7,-5.16,22.16,0.0,8.56,0.0,2.7942730826910763e-11,2.288483613494278e-12,1.372815015480722e-11,0.2133671149002436
3.43,55.7,4.5,-4.94,23.71,0.0,7.6,0.0,2.931336833617883e-11,2.425184270959604e-12,4.736450898125842e-12,0.07017325560375702
3.86,59.4,9.85,-3.07,24.94,0.0,6.05,0.0,2.9623409366644524e-11,2.5319797198198655e-12,9.824598729341702e-12,0.1440336918096643
4.09,62.0,4.5,1.31,25.34,0.0,5.43,0.0,3.0458571126180677e-11,2.5575524950116356e-12,4.421405486058485e-12,0.06304274737305268
4.37,63.0,3.2,4.42,25.74,0.0,4.75,0.0,2.9433988562592564e-11,2.6015982399699693e-12,2.9901194730252762e-12,0.04411880451080653
4.76,66.6,6.9,7.13,26.09,0.0,3.9,0.0,3.0198888628943044e-11,2.6633006751828717e-12,6.2574273735647754e-12,0.08998894670067381
5.4,71.3,2.95,11.25,26.17,0.0,2.77,0.0,3.050947642329434e-11,2.8146585233603846e-12,2.524627081310471e-12,0.03593741154599138
5.86,72.3,15.5,13.88,25.92,0.0,2.15,0.0,2.8908691424261538e-11,2.9232138894487865e-12,1.2395151233085859e-11,0.18621201852006644
6.08,73.4,6.0,14.94,25.73,0.0,1.92,0.0,2.8716929064834242e-11,2.9541198357250564e-12,4.694865787166361e-12,0.07100182265448257
6.43,72.4,5.81,16.72,25.39,0.0,1.61,0.0,2.6418953733970435e-11,3.0335531267639573e-12,4.240169093767078e-12,0.06970306463695837
6.97,77.1,12.1,19.67,24.74,0.0,1.25,0.0,2.7639197731755648e-11,3.2219144207880404e-12,8.67533832825534e-12,0.13631551831463934
7.96,80.3,13.5,24.09,23.76,0.0,0.92,0.0,2.6252307200754968e-11,3.511917297869433e-12,8.827052234375892e-12,0.14602678719038356
10.29,84.7,6.0,31.66,22.09,0.0,0.37,0.0,2.2594404563957462e-11,3.925278645263879e-12,3.20109627824663e-12,0.061529324472715724
15.49,86.9,5.6,39.34,17.78,0.0,0.0,0.0,1.5799290699714714e-11,3.5686227157712398e-12,2.0362722190656478e-12,0.05597351205197262
16.26,85.8,8.6,39.55,17.09,0.0,0.0,0.0,1.4672478752856275e-11,3.408671089897525e-12,2.941336067006153e-12,0.08706136467058194
