Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.11,6.8,3.62,1.06,11.98,0.0,401.24,0.0,1.3623057669797303e-11,2.1472755419419828e-11,1.4504549636666541e-11,0.4623958895558152,0.1
0.17,9.5,4.31,1.76,15.44,0.0,385.05,0.0,1.7204725348172288e-11,2.3313479929302173e-11,1.5611024473815276e-11,0.3940650983164243,0.1
0.24,14.0,3.11,2.47,19.52,0.0,353.55,0.0,2.6466364201343524e-11,2.6549557706366216e-11,1.1758627523739765e-11,0.19295083410273045,0.1
0.31,19.8,5.5,2.93,23.11,0.0,326.8,0.0,4.098435847858346e-11,2.881376343997482e-11,2.276908804365748e-11,0.24127471216847324,0.1
0.38,26.1,3.9,3.29,26.27,0.0,306.5,0.0,5.809608579247224e-11,3.0350797793150724e-11,1.7362048627635382e-11,0.12978915551131665,0.1
0.45,28.7,3.5,3.99,29.18,0.0,294.93,0.0,5.931994429661128e-11,3.1806902007123356e-11,1.4468279096734457e-11,0.10592548339103701,0.1
0.52,28.7,2.7,4.46,32.19,0.0,286.81,0.0,5.1334567179759755e-11,3.3528956075635784e-11,9.658768737655146e-12,0.08171394433022856,0.1
0.59,31.7,2.5,4.93,35.22,0.0,277.28,0.0,5.519706272353115e-11,3.540299252638705e-11,8.706161312859803e-12,0.06850070692480312,0.1
0.66,35.5,2.3,5.88,38.01,0.0,266.34,0.0,6.188169848746413e-11,3.71685197727786e-11,8.018473606826338e-12,0.05627477793675939,0.1
0.73,39.4,2.1,6.93,40.66,0.0,258.37,0.0,6.89158375145613e-11,3.882909518185033e-11,7.346358313734961e-12,0.046295350862783184,0.1
0.8,42.9,2.3,7.52,43.36,0.0,250.06,0.0,7.455453266295095e-11,4.037181355792467e-11,7.994192313509893e-12,0.046567706684264756,0.1
0.87,46.0,2.6,8.45,45.92,0.0,244.56,0.0,7.882171238570428e-11,4.1933661318807006e-11,8.910280530557876e-12,0.04909415882384586,0.1
0.94,49.1,3.1,9.28,48.76,0.0,245.53,0.0,8.311599063861177e-11,4.395348973186853e-11,1.049529820691228e-11,0.05483962907943302,0.1
1.01,49.2,3.2,10.11,52.24,0.0,248.27,0.0,7.767089089554275e-11,4.706256155318935e-11,1.010353052299743e-11,0.05649359114188641,0.1
1.08,51.4,3.2,11.31,55.81,0.0,237.88,0.0,7.927786345281352e-11,5.057098498899507e-11,9.87117365949429e-12,0.05407557751324536,0.1
1.14,57.2,3.1,13.04,58.54,0.0,230.0,0.0,9.301150273740471e-11,5.354413837199314e-11,1.0081666380627784e-11,0.04707387740909373,0.1
1.21,63.8,2.9,15.48,61.95,0.0,228.85,0.0,1.090198153142689e-10,5.781260056234808e-11,9.910892301297172e-12,0.039481316536659254,0.1
1.29,67.8,2.8,17.62,66.07,0.0,216.32,0.0,1.1548328582373418e-10,6.263212582598981e-11,9.538442486916097e-12,0.035870930658675665,0.1
1.35,69.8,3.3,19.66,68.88,0.0,203.26,0.0,1.1695708393969494e-10,6.622575209309223e-11,1.1058979283696083e-11,0.04106509427738484,0.1
1.42,71.7,3.9,21.7,71.85,0.0,189.42,0.0,1.173273932673569e-10,6.965624311170664e-11,1.2763649476783597e-11,0.047245424809558775,0.1
1.49,74.1,4.4,23.73,74.58,0.0,174.06,0.0,1.194261968664942e-10,7.273703131773753e-11,1.4182868183875154e-11,0.05157613280362504,0.1
1.56,76.7,4.8,25.98,76.94,0.0,155.41,0.0,1.2221248767381616e-10,7.551103412842443e-11,1.5296478248613234e-11,0.05435758834773425,0.1
1.63,79.9,4.4,27.71,78.73,0.0,134.59,0.0,1.2692740733067662e-10,7.688501432926438e-11,1.3979489167834223e-11,0.047832183238405705,0.1
1.74,83.6,3.35,30.15,80.17,0.0,99.94,0.0,1.3017055647334398e-10,7.67848071700324e-11,1.0432329286739292e-11,0.0348058974731075,0.1
1.93,83.9,3.95,29.44,78.52,0.0,58.42,0.0,1.1819961650612625e-10,6.631690283226672e-11,1.1129642078645975e-11,0.04089304418397722,0.1
2.1,88.7,4.44,29.75,75.56,0.0,46.09,0.0,1.2141641338966087e-10,5.771240408431105e-11,1.2155329773395587e-11,0.0434784103641587,0.1
2.27,85.3,5.36,29.85,73.66,0.0,41.53,0.0,1.0387754089818587e-10,5.145158709651094e-11,1.305471557360554e-11,0.054579564431452045,0.1
