Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.34,35.5,2.1,-2.27,41.97,0.0,934.63,0.0,1.2012329706390097e-10,8.345841172315273e-11,1.421177035685589e-11,0.05138131898573683
0.67,62.4,4.2,-3.73,62.26,0.0,735.05,0.0,1.883405487772586e-10,9.307522474051969e-11,2.5353535412323273e-11,0.05846271871774543
1.0,90.7,3.8,-5.02,80.4,0.0,565.71,0.0,2.6660238421066586e-10,1.0392788993076591e-10,2.2339339801555242e-11,0.036390717336986914
1.32,104.0,2.0,-6.13,86.74,0.0,426.63,0.0,2.655474909106971e-10,9.143752950269265e-11,1.0213365035026811e-11,0.016703633919355837
1.65,105.0,2.4,-7.07,92.13,0.0,379.56,0.0,2.1654297982917428e-10,8.237439412893773e-11,9.899107649333681e-12,0.019853462029862937
1.98,108.0,2.0,-7.85,97.94,0.0,356.73,0.0,1.9091136180857812e-10,7.749225898874826e-11,7.070791178095486e-12,0.016084980811231546
2.31,116.0,2.3,-8.46,104.95,0.0,324.56,0.0,1.8877890097708898e-10,7.625903911939119e-11,7.48605986633284e-12,0.017222022558232398
2.63,130.0,3.3,-8.8,112.27,0.0,313.54,0.0,2.082477946780657e-10,7.670464277775973e-11,1.0572580345194105e-11,0.022048796773549706
2.96,141.0,2.2,-8.85,120.94,0.0,291.35,0.0,2.1766869278278152e-10,7.921208321613182e-11,6.792498214498147e-12,0.013552451917548284
3.28,146.0,1.6,-8.55,129.34,0.0,267.64,0.0,2.1061113214876998e-10,8.192171619137823e-11,4.616134403260712e-12,0.00951878316500278
3.61,150.0,1.4,-7.82,137.29,0.0,237.08,0.0,2.0198762887565016e-10,8.405485942144475e-11,3.7704357390121364e-12,0.0081068303288607
3.94,152.0,1.1,-6.39,143.65,0.0,203.58,0.0,1.9003798151077613e-10,8.453029207051184e-11,2.7505497323928125e-12,0.006285841185441803
4.27,155.0,1.3,-3.64,148.22,0.0,167.76,0.0,1.8234127035433107e-10,8.326855727144335e-11,3.0586277607823273e-12,0.007284939696441642
4.6,152.0,1.8,4.74,149.97,0.0,135.4,0.0,1.627716624244474e-10,7.93847771660344e-11,3.855118320579017e-12,0.010285921939813857
4.94,150.0,2.4,8.31,149.81,0.0,108.33,0.0,1.4760634417835969e-10,7.406934995360849e-11,4.72340301370751e-12,0.013897423420904057
5.3,147.0,5.5,11.17,147.82,0.0,88.44,0.0,1.321320748618018e-10,6.756807809648628e-11,9.887434173332107e-12,0.03249822653697802
5.63,145.0,3.8,13.71,145.9,0.0,80.36,0.0,1.2102554986042286e-10,6.234827115665605e-11,6.343408130615267e-12,0.0227630211204463
5.96,152.0,4.1,15.93,145.72,0.0,73.42,0.0,1.2562913542826476e-10,5.911118403693245e-11,6.777361253366915e-12,0.0234290444184649
6.27,149.0,1.4,18.03,145.22,0.0,63.15,0.0,1.1475046414100723e-10,5.6181287113555484e-11,2.156384561039062e-12,0.008161238586101375
8.24,149.0,4.0,27.98,136.77,0.0,23.82,0.0,8.731619055389748e-11,3.986432596681453e-11,4.68811761363208e-12,0.023317824531718215
10.3,146.0,4.0,36.61,123.8,0.0,11.23,0.0,6.706839936388013e-11,2.8328539369503054e-11,3.674980787061925e-12,0.023796957912506946
11.13,149.0,3.2,39.92,119.88,0.0,8.66,0.0,6.46437924675755e-11,2.5562887346827457e-11,2.7766461194126386e-12,0.01865425962537457
11.95,152.0,2.8,43.13,116.47,0.0,5.98,0.0,6.265687423869942e-11,2.3438908688354475e-11,2.3084111561626104e-12,0.016000323017488226
12.72,153.0,2.4,45.67,112.55,0.0,3.85,0.0,5.96410396216067e-11,2.1451054809700265e-11,1.8710914391092297e-12,0.013624924922454958
13.58,156.0,2.2,47.33,108.33,0.0,2.84,0.0,5.807629219475482e-11,1.9348796759453316e-11,1.6380492670315463e-12,0.012249331540860948
14.43,158.0,2.8,48.11,104.74,0.0,2.01,0.0,5.606570630254484e-11,1.7517289969806778e-11,1.9871389575585512e-12,0.015392715814292466
15.29,158.0,3.1,48.44,101.4,0.0,1.41,0.0,5.2912239499393203e-11,1.586988550048926e-11,2.076303068963531e-12,0.017041935365823803
16.02,159.0,3.8,48.44,98.71,0.0,0.96,0.0,5.114241025561152e-11,1.460225082893431e-11,2.4445428801424373e-12,0.020758729952608263
16.88,161.0,3.6,48.11,95.6,0.0,0.61,0.0,4.976554500892437e-11,1.3217027033499175e-11,2.2255399010202204e-12,0.019421865029213746
17.73,163.0,4.0,47.66,92.8,0.0,0.44,0.0,4.856416523122317e-11,1.2022497147409398e-11,2.3835173119618738e-12,0.021315066596478617
18.59,162.0,4.8,47.0,90.22,0.0,0.3,0.0,4.5750947652351564e-11,1.0945822180022792e-11,2.7111672682875e-12,0.025735969297970476
19.32,164.0,5.7,46.67,88.2,0.0,0.22,0.0,4.51159419165506e-11,1.0178108354362626e-11,3.136108157613883e-12,0.03018876276644555
20.18,165.0,7.0,46.56,85.97,0.0,0.15,0.0,4.372161356252366e-11,9.416012040146988e-12,3.7097126659110984e-12,0.03684922876754864
21.04,166.0,6.3,46.12,83.92,0.0,0.1,0.0,4.2444350814709903e-11,8.700102431931943e-12,3.2216796401526792e-12,0.03296452091554802
21.89,163.0,7.0,45.56,82.02,0.0,0.07,0.0,3.933497713794367e-11,8.052875808957319e-12,3.378464294056511e-12,0.037301366543837575
22.63,159.0,8.5,45.34,80.48,0.0,0.05,0.0,3.620421618625261e-11,7.581720518299005e-12,3.870891038781726e-12,0.04643400120978163
23.48,155.0,9.1,45.12,78.82,0.0,0.04,0.0,3.3160018075510794e-11,7.097293670854345e-12,3.893627928866429e-12,0.050994577875091505
24.34,154.0,8.0,44.68,77.25,0.0,0.03,0.0,3.1576960411134587e-11,6.630793736725783e-12,3.2807231595983986e-12,0.04512150461332486
25.19,149.0,5.4,44.57,75.79,0.0,0.02,0.0,2.8562342602783457e-11,6.25068611943645e-12,2.0702906047655123e-12,0.03147906311781959
25.93,153.0,3.1,46.56,74.58,0.0,0.01,0.0,2.925700053940753e-11,6.185253866977901e-12,1.1855777996361221e-12,0.017598861358170986
