Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
2.43,62.2,5.69,10.89,136.53,0.0,402.36,0.0,5.159694052745067e-11,1.2588110384303953e-10,9.440083331228113e-12,0.07945773639966246
3.65,88.2,3.85,14.29,148.1,0.0,235.2,0.0,6.907068461268982e-11,9.918568476503977e-11,6.0299804026951434e-12,0.03791459762647437
4.86,107.0,4.42,16.72,150.72,0.0,147.3,0.0,7.634502487810076e-11,7.760411164283334e-11,6.307383363760849e-12,0.035880030093689216
6.08,120.0,3.93,25.95,151.05,0.0,121.61,0.0,7.675529897274704e-11,6.439691629212958e-11,5.0274720827149316e-12,0.028446288564662994
7.29,124.0,5.15,32.85,157.64,0.0,90.72,0.0,6.835421448893221e-11,6.003357945555755e-11,5.677809751903241e-12,0.03607446099680237
8.51,128.0,4.29,38.2,155.32,0.0,62.19,0.0,6.23935697846201e-11,5.149217928603198e-11,4.182318974625316e-12,0.029111301990077346
9.73,133.0,5.36,40.33,153.04,0.0,48.99,0.0,5.891690119230223e-11,4.442209015341847e-11,4.748790832943458e-12,0.03500478831581098
10.96,138.0,6.78,39.17,152.74,0.0,39.66,0.0,5.631149707847303e-11,3.9028452764108955e-11,5.533216669449959e-12,0.04267415343918909
12.19,143.0,6.42,46.36,150.89,0.0,25.26,0.0,5.436480369187929e-11,3.59786203039689e-11,4.881427128697413e-12,0.03899539264082345
13.41,146.0,5.4,53.75,145.59,0.0,18.66,0.0,5.151413224817043e-11,3.2594570416854486e-11,3.810634440275621e-12,0.03212589318188438
14.55,148.0,4.5,56.66,141.61,0.0,14.96,0.0,4.8787649187143145e-11,2.948341089172272e-11,2.9668165046235693e-12,0.02640979957519774
15.78,154.0,4.46,60.84,137.81,0.0,10.66,0.0,4.8706160735552335e-11,2.7103642808770093e-11,2.8211620374099145e-12,0.02515523882192861
17.0,158.0,4.02,62.11,133.01,0.0,7.68,0.0,4.7589890702689525e-11,2.421716580123647e-11,2.4216627927191377e-12,0.0220995419905199
18.23,159.0,5.07,60.94,128.36,0.0,5.88,0.0,4.494248010394386e-11,2.1246976388305495e-11,2.866143070779816e-12,0.027696516015716814
19.46,160.0,7.33,60.06,123.99,0.0,4.69,0.0,4.2633067740486655e-11,1.8808449896447028e-11,3.90625483172209e-12,0.03979223190438545
20.69,158.0,7.82,64.05,120.09,0.0,3.96,0.0,3.9102375154457317e-11,1.772044731284905e-11,3.870640173517167e-12,0.042989656309916816
21.92,155.0,8.07,63.17,117.0,0.0,3.38,0.0,3.5519946369205906e-11,1.6019013687454174e-11,3.698657641283763e-12,0.04522266411560312
23.14,156.0,7.93,61.23,113.92,0.0,2.58,0.0,3.408280242025801e-11,1.4338412157119991e-11,3.465084912726231e-12,0.0441532723268306
24.28,154.0,9.09,62.4,110.72,0.0,2.11,0.0,3.165499243850971e-11,1.3378517793284084e-11,3.7369335229357566e-12,0.05126930961689037
25.51,150.0,13.4,60.16,107.64,0.0,1.93,0.0,2.858390200866707e-11,1.1957485179509281e-11,5.106990492215183e-12,0.07759394743338098
26.73,141.0,20.1,64.54,105.08,0.0,1.77,0.0,2.410397795125452e-11,1.1743811597410107e-11,6.872197969081075e-12,0.12382012888305476
27.96,152.0,16.0,66.58,102.79,0.0,1.67,0.0,2.6779314991146565e-11,1.1261346922173375e-11,5.637750524451909e-12,0.09143041724278986
