Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar
0.26,18.3,1.8,4.59,8.31,0.0,31.29,0.0,4.174248370826341e-11,6.929801981597447e-12
0.77,35.3,3.0,11.55,14.79,0.0,10.44,0.0,5.244548916138692e-11,1.021790563336965e-11
1.29,47.8,4.63,16.45,14.54,0.0,3.29,0.0,5.740048180521854e-11,9.453737560311757e-12
1.81,52.8,1.26,19.03,13.66,0.0,1.03,0.0,4.9915879202891087e-11,8.154565230975147e-12
2.32,58.0,3.11,20.09,12.28,0.0,0.34,0.0,4.699129970442626e-11,6.691193696464928e-12
3.39,63.1,1.35,17.39,9.97,0.0,0.03,0.0,3.806347855073555e-11,3.366132919690728e-12
4.44,62.7,7.36,14.45,8.53,0.0,0.0,0.0,2.8694691925289507e-11,1.789603213088747e-12
