Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.91,29.6,2.38,0.8,7.82,0.0,8.65,0.0,3.120265035924979e-11,1.111701257925965e-12,5.017723503717196e-12,0.06983924776552293,0.1
1.81,44.6,2.4,5.58,11.42,0.0,3.94,0.0,3.5615627250926465e-11,1.725036377787413e-12,3.8330719911310994e-12,0.04674021329900468,0.1
2.73,50.4,2.86,7.79,12.3,0.0,2.74,0.0,3.015420483950875e-11,1.6183608934027274e-12,3.422262930198215e-12,0.04928897691441667,0.1
3.64,56.8,3.43,14.0,13.66,0.0,2.16,0.0,2.872398839681852e-11,2.575687689206359e-12,3.469129584545335e-12,0.052451763131273005,0.1
4.55,60.7,2.98,16.12,14.46,0.0,1.44,0.0,2.6243118430914966e-11,2.5954738932251415e-12,2.576754297335308e-12,0.0426424235937954,0.1
5.45,64.7,2.46,18.25,14.91,0.0,0.97,0.0,2.4892098675065064e-11,2.6414821935737108e-12,1.8928767462336957e-12,0.03302517543993815,0.1
6.36,68.0,2.38,23.38,14.47,0.0,0.68,0.0,2.35618921961903e-11,3.31881710239573e-12,1.6493324537333212e-12,0.030400613733227628,0.1
7.28,71.5,2.52,30.0,14.77,0.0,0.58,0.0,2.275779385315963e-11,4.492024809267572e-12,1.6041857485304133e-12,0.03061320543765579,0.1
8.19,73.4,2.68,33.62,14.75,0.0,0.24,0.0,2.131855051455338e-11,4.903056304038044e-12,1.5567769858038983e-12,0.031714147452335556,0.1
9.09,74.0,2.83,34.88,13.66,0.0,0.15,0.0,1.9523110442049856e-11,4.6701169740665644e-12,1.4932541230000296e-12,0.03321765902124872,0.1
10.0,73.8,3.22,36.0,13.17,0.0,0.13,0.0,1.7650709956012087e-11,4.481104761281927e-12,1.5402516546980738e-12,0.037897784057682134,0.1
10.91,73.9,3.42,35.75,12.83,0.0,0.0,0.0,1.6222343048693682e-11,4.040924874708192e-12,1.5014996813675883e-12,0.04019721591634969,0.1
