Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.13,232.0,33.4,-2.47,8.23,149.99,789.02,34497.8,1.3417823423294632e-08,3.932726955895137e-09,3.863407778776213e-09,0.12504685944455698
0.25,233.0,16.9,-2.73,15.54,220.78,767.45,20300.24,7.037546674906474e-09,4.437788185103323e-09,1.020897328806175e-09,0.06300065874819703
0.38,234.0,14.6,-2.63,23.07,253.99,744.75,12406.57,4.6697923895019305e-09,3.873314559367114e-09,5.827262298010956e-10,0.054194012271687825
0.51,235.0,10.6,-2.41,30.21,269.15,722.72,8657.54,3.5092556134914665e-09,3.2509286290968747e-09,3.165796553447621e-10,0.03917890645254867
0.63,236.0,9.12,-2.13,36.51,276.27,702.97,6495.51,2.865054656089463e-09,2.7824164395649566e-09,2.2143473274182968e-10,0.033565810804725905
0.76,237.0,10.3,-1.79,43.02,278.6,682.17,5042.31,2.3951491044445714e-09,2.356162874985193e-09,2.0818595591374758e-10,0.037748803068383914
0.89,238.0,9.95,-1.58,49.25,279.31,662.0,4041.77,2.062592158432794e-09,2.0325926694609752e-09,1.7246043677652351e-10,0.03631285794065004
1.01,239.0,3.51,-1.03,54.76,280.44,643.9,3369.65,1.8328371665527701e-09,1.8145438793713137e-09,5.3834798783265465e-11,0.01275626469858087
1.14,240.0,3.18,0.66,60.48,280.12,624.86,2769.16,1.6374463780852704e-09,1.613464636356105e-09,4.3392329019259665e-11,0.011508803770436173
1.27,240.0,5.19,1.42,65.96,277.94,606.37,2377.1,1.469833756706463e-09,1.4354566856432127e-09,6.357030997755452e-11,0.01878323634231564
1.39,241.0,3.54,1.91,70.82,277.61,589.8,2088.11,1.3541561290661281e-09,1.3163276727999254e-09,3.978184810700492e-11,0.012758526688278102
1.52,242.0,2.6,2.31,75.88,276.52,572.35,1763.1,1.248638146955544e-09,1.202681776898398e-09,2.6830241174251357e-11,0.00933194754502855
1.65,242.0,1.75,2.69,80.73,274.47,555.42,1547.08,1.1502605959832892e-09,1.099891995331301e-09,1.6636000355130216e-11,0.006281118539923063
1.77,243.0,1.94,3.02,85.03,272.42,540.24,1396.25,1.0811569282083247e-09,1.017513704936762e-09,1.7262917207606172e-11,0.006934413949730934
