Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.26,16.0,5.09,-0.43,8.55,0.0,76.79,0.0,3.190921147037963e-11,4.532896689671251e-12,2.0302235798029037e-11,0.2763198641109439,0.1
0.44,18.9,4.44,1.29,13.84,0.0,73.61,0.0,2.6309972049244673e-11,7.176624718135127e-12,1.2361510677105433e-11,0.2040494708624802,0.1
0.61,25.8,3.36,1.97,18.2,0.0,57.73,0.0,3.5363808632282975e-11,9.005164038518917e-12,9.211038527478357e-12,0.11311856272828885,0.1
0.79,35.8,3.79,2.55,21.35,0.0,46.68,0.0,5.25761059390492e-11,9.616243370657748e-12,1.1132035838491424e-11,0.09195397130800696,0.1
1.01,44.1,7.91,3.22,24.45,0.0,34.99,0.0,6.240297000898956e-11,9.923511650824862e-12,2.238582733655816e-11,0.15579452842878555,0.1
5.26,59.65,0.98,17.11,26.68,0.0,1.91,0.0,2.1922223781639225e-11,3.996529636496938e-12,7.203278895559578e-13,0.014270195884834427,0.1
7.91,69.15,1.23,28.49,24.35,0.0,0.98,0.0,1.959103318373934e-11,4.540128365902393e-12,6.96947818250163e-13,0.015449955538423706,0.1
10.52,76.95,0.54,35.7,21.4,0.0,0.18,0.0,1.8241097444478064e-11,4.6315726607194006e-12,2.560154027295167e-13,0.006095361149519324,0.1
13.14,81.25,0.73,35.45,18.93,0.0,0.05,0.0,1.6281740510943232e-11,3.541365145306674e-12,2.925703525658722e-13,0.007803937767123047,0.1
15.82,84.45,1.31,35.37,17.02,0.0,0.0,0.0,1.46097331492339e-11,2.859500377376754e-12,4.532563747897314e-13,0.013473671315411719,0.1
