Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.61,47.3,2.77,2.98,31.89,0.0,131.44,0.0,1.1886169012517334e-10,2.7486401253776214e-11,1.3921644044259203e-11,0.050866626421649366,0.1
1.22,70.4,3.27,8.37,39.0,0.0,39.39,0.0,1.3165426791582206e-10,2.2062718038145383e-11,1.2230382275134605e-11,0.04034497033589867,0.1
1.84,83.7,2.5,14.43,37.15,0.0,17.04,0.0,1.233907340428418e-10,1.582145190966461e-11,7.37101159156761e-12,0.025943517437470236,0.1
2.45,89.1,2.45,17.93,36.43,0.0,13.6,0.0,1.0501196340788069e-10,1.3030014119605322e-11,5.7750686947094885e-12,0.023883759386374118,0.1
3.07,91.7,2.48,20.44,35.9,0.0,7.77,0.0,8.876663375750936e-11,1.1212870438778386e-11,4.801335915346198e-12,0.02349073751625004,0.1
3.68,95.1,3.01,21.54,34.58,0.0,5.32,0.0,7.964576170161694e-11,9.351231654025884e-12,5.041719089839475e-12,0.02749161704582099,0.1
4.3,96.9,3.62,21.34,33.94,0.0,4.08,0.0,7.076663634605899e-11,7.773027215040548e-12,5.287414315226698e-12,0.032448834354794044,0.1
4.91,100.0,3.9,23.04,32.94,0.0,2.41,0.0,6.600365152668902e-11,7.08459038151021e-12,5.148284819081744e-12,0.033874969588453645,0.1
5.52,103.0,4.82,25.45,31.6,0.0,1.92,0.0,6.228519472317068e-11,6.7339078477301464e-12,5.8294104575860715e-12,0.04064659034511988,0.1
6.13,106.0,4.97,25.55,31.05,0.0,1.31,0.0,5.940195122674617e-11,5.999690913758454e-12,5.570333916923179e-12,0.040725350472814364,0.1
