Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.26,6.1,1.6,1.0,2.78,0.0,10.55,0.0,4.638053745362601e-12,6.06299947008674e-13,2.4330773746164464e-12,0.22782661345744357,0.1
0.52,11.2,0.7,2.12,4.73,0.0,8.77,0.0,7.817756810243008e-12,9.772725755572314e-13,9.77219601280376e-13,0.05428681023790648,0.1
0.77,14.9,1.5,4.53,7.0,0.0,8.41,0.0,9.34396636576773e-12,1.894841562797137e-12,1.88133550988612e-12,0.08744184199394331,0.1
1.03,19.1,2.2,6.54,8.59,0.0,7.93,0.0,1.1478336823014221e-11,2.5065901809828756e-12,2.644224189594899e-12,0.1000468963546758,0.1
1.29,24.3,0.9,8.22,10.63,0.0,6.67,0.0,1.4834478782393295e-11,3.11684711667153e-12,1.0988502801772811e-12,0.03216996162246309,0.1
1.55,29.8,1.9,10.06,11.72,0.0,5.17,0.0,1.856736542359007e-11,3.551952644906387e-12,2.36765062448464e-12,0.05537983326283077,0.1
1.81,34.3,1.6,11.73,12.56,0.0,4.71,0.0,2.1064886336163244e-11,3.875859230187555e-12,1.965237209204734e-12,0.04051726944869987,0.1
2.06,38.2,3.5,12.92,13.39,0.0,3.81,0.0,2.2956673646028442e-11,4.036381953079651e-12,4.206720301628249e-12,0.07958275846394666,0.1
2.32,42.5,5.6,13.76,13.69,0.0,2.97,0.0,2.5231282726254435e-11,3.953829657902537e-12,6.649185094918816e-12,0.11444936934862164,0.1
2.58,42.3,3.0,14.44,13.73,0.0,2.43,0.0,2.2475558045477906e-11,3.8031430529468374e-12,3.1880224177982846e-12,0.06160205417067402,0.1
2.84,47.3,4.4,15.04,13.74,0.0,2.3,0.0,2.5530151752237934e-11,3.6583765238611985e-12,4.749795674834964e-12,0.08079897337734916,0.1
3.1,49.3,4.0,15.37,14.32,0.0,2.42,0.0,2.540865050469654e-11,3.5415246534814322e-12,4.123107586969013e-12,0.07047374959890496,0.1
3.35,50.6,3.5,15.75,15.08,0.0,1.97,0.0,2.4768840784606235e-11,3.499709816053845e-12,3.426519476131297e-12,0.060080264294916245,0.1
3.61,53.0,3.5,16.29,15.34,0.0,1.22,0.0,2.521703331163117e-11,3.438474906153172e-12,3.3305515694607203e-12,0.057359648553259666,0.1
3.87,54.7,3.3,16.37,14.77,0.0,0.78,0.0,2.5056080893275724e-11,3.1574849816284285e-12,3.0232199980917696e-12,0.052401162350300956,0.1
4.13,55.2,3.1,16.42,14.16,0.0,0.69,0.0,2.3909888929009762e-11,2.9023352139327677e-12,2.685531002896024e-12,0.04877945267753915,0.1
4.38,57.5,2.6,16.88,13.87,0.0,0.81,0.0,2.4463074263542638e-11,2.819943011896566e-12,2.212312802963856e-12,0.03927532705907669,0.1
4.64,59.1,2.4,17.22,13.96,0.0,0.75,0.0,2.4395315327083394e-11,2.7516535005221532e-12,1.9813454072758084e-12,0.03527264827640623,0.1
4.9,61.2,1.9,17.66,14.01,0.0,0.64,0.0,2.477172323222326e-11,2.711775973631969e-12,1.5381135340269344e-12,0.026965997242358774,0.1
5.16,62.7,1.9,18.09,14.01,0.0,0.51,0.0,2.4690781424086326e-11,2.671684315338336e-12,1.4964109953991712e-12,0.02632087769110617,0.1
5.42,64.4,2.9,18.73,13.96,0.0,0.43,0.0,2.4798299623635234e-11,2.680242264959661e-12,2.2333872331845394e-12,0.039113478183833233,0.1
5.67,66.6,3.2,19.3,13.99,0.0,0.36,0.0,2.5352153416890457e-11,2.688361024818083e-12,2.436242970992476e-12,0.041734004266979145,0.1
5.93,66.3,3.4,19.36,13.93,0.0,0.0,0.0,2.4022700028813098e-11,2.5785894367277816e-12,2.463866669621856e-12,0.0445430237849489,0.1
6.19,66.2,3.2,19.43,13.15,0.0,0.0,0.0,2.2944298532300792e-11,2.429203078753593e-12,2.2181799185305902e-12,0.04198617347705153,0.1
6.45,67.3,3.0,19.41,12.62,0.0,0.0,0.0,2.275725462050369e-11,2.2930663947068664e-12,2.028878569435693e-12,0.03871867594976985,0.1
