Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
2.13,215.0,4.11,-4.3,90.32,289.39,343.36,456.41,7.033099656263893e-10,9.537166385611243e-10,2.688933915092521e-11,0.016604189029045254
2.24,213.0,16.1,-4.5,93.19,285.56,332.33,371.14,6.563880160991731e-10,8.883655667155162e-10,9.922861088447595e-11,0.06565390759288596
3.1,228.0,9.59,-5.53,112.13,255.35,256.86,45.54,5.434473245461388e-10,5.425537402908673e-10,4.5716314406995366e-11,0.03653407088993145
3.79,236.0,7.22,-5.65,121.66,232.68,200.21,5.71,4.762491908539213e-10,3.870691269013634e-10,2.913999286411281e-11,0.026572933553741337
3.9,236.0,7.24,-5.61,122.76,229.34,193.29,4.09,4.6281652136829784e-10,3.6829646464043977e-10,2.8396539107682003e-11,0.026646542787962225
4.14,237.0,8.26,-5.45,124.89,222.83,179.91,2.0,4.396892075791968e-10,3.328945690958281e-10,3.0648378519866374e-11,0.030272341101441856
4.25,237.0,4.07,-5.32,125.78,219.95,174.78,1.43,4.2830901632420573e-10,3.1833300755536137e-10,1.4710697860249095e-11,0.014916274610516752
4.37,237.0,4.04,-5.15,126.75,216.93,169.83,1.0,4.1654767033818637e-10,3.0366395752864957e-10,1.4201287663850404e-11,0.014806326640414659
4.49,237.0,1.94,-4.93,127.73,214.04,165.47,0.7,4.054149931799275e-10,2.9017141403950686e-10,6.637173728008939e-12,0.0071099687332684255
4.61,237.0,1.49,-4.62,128.73,211.23,161.16,0.48,3.948618914051788e-10,2.7765985411449093e-10,4.9649301113393796e-12,0.00546074918173709
4.72,236.0,2.38,-4.24,129.65,208.76,157.54,0.35,3.824119562153309e-10,2.6704227310410306e-10,7.713054710105826e-12,0.008759498872285927
5.16,235.0,2.4,-1.43,133.7,199.77,143.97,0.09,3.468450315660171e-10,2.315740113216707e-10,7.0844942617739655e-12,0.008870695800577057
5.43,234.0,4.05,3.32,136.22,194.84,135.04,0.04,3.2679946740529165e-10,2.1403947360647393e-10,1.1312289256337019e-11,0.015033270527420255
5.56,233.0,3.03,4.2,137.4,192.59,129.83,0.03,3.1643645120982346e-10,2.0645778297150275e-10,8.230063924169657e-12,0.011295384379114617
5.67,233.0,2.48,4.99,138.33,190.72,125.11,0.02,3.1029747243855704e-10,2.003589072268084e-10,6.605474091395892e-12,0.009245067082575659
5.79,233.0,3.03,5.73,139.24,188.73,119.65,0.01,3.038664367403486e-10,1.9399915333191035e-10,7.903135650843402e-12,0.011295384379114617
5.91,232.0,6.7,6.43,139.93,186.59,113.87,0.01,2.951467081266163e-10,1.8755188715508807e-10,1.7047266762485596e-11,0.025084250247860228
6.03,232.0,7.44,7.14,140.45,184.7,109.0,0.01,2.8927314179573834e-10,1.8162307355748863e-10,1.855338081862322e-11,0.027854749528967184
6.2,232.0,1.64,8.18,141.04,182.21,103.32,0.0,2.813414588755326e-10,1.738175876474039e-10,3.977586142723048e-12,0.006140025433804595
6.5,233.0,14.3,9.96,142.01,177.9,95.03,0.0,2.7067487211178744e-10,1.6122382698853285e-10,3.322446928067434e-11,0.053308249710012884
6.85,235.0,7.57,11.78,143.12,173.33,87.04,0.0,2.6127304567600704e-10,1.4860623159392795e-10,1.6832654942701047e-11,0.02797965300432013
6.98,236.0,3.05,12.31,143.59,171.7,84.55,0.0,2.585937583576449e-10,1.443827678283843e-10,6.6839912117865846e-12,0.011225408218685744
7.09,236.0,2.91,12.85,144.05,170.36,82.66,0.0,2.5458172543531196e-10,1.4104060920654247e-10,6.2782442459047275e-12,0.010710143579139516
7.21,237.0,4.07,13.38,144.62,168.93,80.65,0.0,2.524706406904125e-10,1.3759889506058124e-10,8.67135449459898e-12,0.014916274610516752
7.22,238.0,2.02,13.48,144.67,168.82,80.38,0.0,2.5425305000071837e-10,1.373360998075797e-10,4.3158921092558915e-12,0.007372057591971165
7.33,238.0,6.76,13.91,145.21,167.55,77.25,0.0,2.5043751991885217e-10,1.3435113407627647e-10,1.4226534744970091e-11,0.024670846198873803
7.45,239.0,3.49,14.44,145.73,166.2,73.54,0.0,2.484785957339997e-10,1.3120953138103416e-10,7.256822586708443e-12,0.012683579429643085
7.56,240.0,10.1,14.86,146.08,164.99,69.89,0.0,2.469165173303186e-10,1.2836955195319015e-10,2.0782140208635148e-11,0.036553118893523695
8.26,247.0,0.85,17.52,144.87,157.97,48.37,0.0,2.393664693719079e-10,1.1091144751400323e-10,1.6474615300900545e-12,0.0029890713329373607
8.98,252.0,8.91,19.64,141.68,151.5,37.69,0.0,2.2917867263880534e-10,9.559546741441609e-11,1.6206206136601235e-11,0.030710824077444236
9.09,253.0,7.13,19.85,141.18,150.58,36.21,0.0,2.2820576630481541e-10,9.35225234782563e-11,1.2862506828089597e-11,0.02447841625272874
9.3,254.0,0.73,20.28,140.17,148.87,33.6,0.0,2.2481948029149156e-10,8.972667799593979e-11,1.2922694536440067e-12,0.0024963383605462503
10.32,253.0,0.96,21.76,134.57,141.32,26.44,0.0,2.0100682322778803e-10,7.382187389321086e-11,1.5254272750883518e-12,0.0032958316413211203
11.38,247.0,1.99,22.29,131.1,134.58,22.01,0.0,1.7374051291844983e-10,6.199255543302223e-11,2.7995434875118637e-12,0.006997943473582762
12.4,238.0,3.15,22.29,127.84,128.93,18.41,0.0,1.4804088879074083e-10,5.30662929307603e-11,3.91872940916667e-12,0.011496030403321372
13.41,229.0,1.67,21.87,125.7,123.98,15.63,0.0,1.2673356207667038e-10,4.625123761745808e-11,1.848428372646633e-12,0.006334251395444806
14.43,223.0,3.52,21.55,123.24,119.52,12.46,0.0,1.116844860086225e-10,4.0555719719984284e-11,3.5258241322901455e-12,0.013710462567708038
15.44,220.0,1.13,21.55,120.61,115.54,10.23,0.0,1.0158919535886325e-10,3.585517747349707e-11,1.0435980977774134e-12,0.004461388768642495
16.57,220.0,1.12,22.08,117.78,111.53,8.33,0.0,9.466126592280318e-11,3.154889687028254e-11,9.638237984867234e-13,0.004421907452105836
17.58,224.0,1.93,22.61,115.53,108.28,6.91,0.0,9.249678137261355e-11,2.83743194193123e-11,1.593917750438787e-12,0.007483824554225678
18.6,228.0,2.04,23.25,113.08,105.27,5.45,0.0,9.057455409102314e-11,2.5597533453877364e-11,1.6208078100498878e-12,0.007771585465637137
19.61,234.0,2.55,24.2,110.31,102.52,4.48,0.0,9.049062254006802e-11,2.318129480645013e-11,1.9722315168989183e-12,0.00946539255430164
20.62,239.0,2.91,26.01,107.85,99.98,3.92,0.0,8.977524433648388e-11,2.1201064373312403e-11,2.1861586696164696e-12,0.010575706630447388
21.64,243.0,3.08,28.66,105.68,97.6,3.37,0.0,8.843104264920216e-11,1.95787978766728e-11,2.2417087354694867e-12,0.011009275755242924
22.77,245.0,3.6,31.74,103.62,95.14,2.89,0.0,8.543161039959372e-11,1.8092733520967058e-11,2.5106432443962235e-12,0.012762939876340461
23.78,247.0,2.67,34.4,101.87,93.1,2.36,0.0,8.314411425617996e-11,1.6952676528662578e-11,1.797528624000004e-12,0.00938920053993265
24.79,249.0,3.37,36.31,99.95,91.18,1.81,0.0,8.105347186641255e-11,1.586147985414368e-11,2.193977511564741e-12,0.011755601638666333
25.81,250.0,2.08,37.37,97.79,89.36,1.47,0.0,7.847683286421036e-11,1.477575077402439e-11,1.3058544988604605e-12,0.007226660178870109
26.82,251.0,1.68,37.79,95.84,87.67,1.26,0.0,7.612689636345903e-11,1.3776281041249334e-11,1.0190692102837543e-12,0.00581366318404353
27.84,251.0,2.78,37.79,94.22,86.04,1.08,0.0,7.33377643846254e-11,1.286161630170207e-11,1.6245337449343317e-12,0.009620228364072031
29.41,248.0,3.4,37.26,91.66,83.72,0.68,0.0,6.777316880303514e-11,1.1565220930506763e-11,1.8582965639541895e-12,0.011908074503798839
30.99,246.0,2.91,36.63,88.64,81.55,0.41,0.0,6.32846077803309e-11,1.0379658105823882e-11,1.4972212084614872e-12,0.01027477188893059
32.57,249.0,3.46,35.88,86.0,79.55,0.4,0.0,6.169221883845155e-11,9.368226414335888e-12,1.7144986118959225e-12,0.012069549456909646
34.03,252.0,3.23,35.14,84.24,77.83,0.34,0.0,6.0476769917616e-11,8.593126400451505e-12,1.5503171970944417e-12,0.011133104575773834
37.19,255.0,4.16,33.12,79.85,74.45,0.0,0.0,5.6663531414271855e-11,7.1149940323647946e-12,1.848786593595066e-12,0.014169921919353156
