Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.12,134.0,41.1,-0.73,7.68,179.06,623.48,50762.31,4.849286077544125e-09,6.069087536984636e-09,2.97471131025468e-09,0.26641049561527835
0.24,208.0,35.5,-0.84,14.95,278.38,601.67,27720.83,5.842044800035338e-09,7.340073790262925e-09,1.9941595230889852e-09,0.14824475103428303
0.35,252.0,27.1,-0.93,21.23,309.46,582.34,16719.99,5.880069943704207e-09,6.227882939289225e-09,1.2646817101141588e-09,0.0934077814252232
0.47,272.0,11.6,-1.09,27.71,321.2,561.97,10847.48,5.10140031890282e-09,5.006062242870115e-09,4.351194389652405e-10,0.03704276463292442
0.59,276.0,12.6,-1.27,33.83,323.58,542.31,7620.2,4.184230562576708e-09,4.057204814389885e-09,3.820384426700473e-10,0.03965297443464473
0.71,271.0,16.3,-1.49,39.63,323.15,523.34,5650.81,3.3521981948448457e-09,3.372290757138405e-09,4.032533621842877e-10,0.05224354284149818
0.83,266.0,11.9,-1.72,45.13,320.31,505.02,4439.61,2.7627057763908465e-09,2.843855956535434e-09,2.471894642033915e-10,0.03885792732818569
0.94,262.0,12.2,-1.96,49.93,316.84,488.8,3710.23,2.3665963146813174e-09,2.465542504406932e-09,2.204005728176494e-10,0.040445745642898254
1.06,260.0,12.1,-2.21,54.94,314.79,471.7,3081.8,2.066761132087973e-09,2.166712836348311e-09,1.9236776690972672e-10,0.04042279408484113
1.18,260.0,11.9,-2.45,59.69,313.21,455.2,2524.16,1.8565820339095351e-09,1.9347396998666376e-09,1.6994866310402668e-10,0.039754648728066895
1.3,259.0,8.04,-2.69,64.21,311.21,439.27,2069.24,1.6722670426910434e-09,1.7413053843469087e-09,1.038226024960308e-10,0.026963147756773314
1.42,257.0,10.2,-2.93,68.53,309.11,423.91,1658.71,1.507395995229553e-09,1.5798545714599615e-09,1.1965322296763767e-10,0.03447318066469392
1.53,254.0,9.68,-3.17,72.32,306.55,410.29,1386.92,1.3665497821639684e-09,1.4485240032871927e-09,1.0415907001060798e-10,0.033102130589161234
1.66,244.0,4.95,-3.41,76.57,303.54,394.76,1102.98,1.1623074446209893e-09,1.3161356501676282e-09,4.715919549896637e-11,0.01762096463459915
1.89,228.0,9.83,-3.87,83.6,297.2,368.72,719.64,8.9136862756245e-10,1.11985198838672e-09,7.686099656963934e-11,0.037448375062359346
2.01,220.0,18.6,-4.09,87.03,293.4,355.81,572.02,7.803667543984322e-10,1.0323554724027792e-09,1.3195292392555307e-10,0.07343524875818622
