Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
1.87,27.7,3.0,8.68,18.19,0.0,9.38,0.0,1.329742000745315e-11,4.1728144159751505e-12,2.8803075828418375e-12,0.09407100691045166,0.1
3.36,42.4,1.5,15.07,19.75,0.0,3.58,0.0,1.733971242952162e-11,4.071577656141757e-12,1.2268664454850204e-12,0.030728383153531966,0.1
4.86,52.5,1.0,20.59,19.94,0.0,2.02,0.0,1.8379419584266333e-11,4.152664565318785e-12,7.001683651149078e-13,0.01654455169155245,0.1
6.35,55.6,1.0,24.61,19.17,0.0,0.91,0.0,1.577703222962532e-11,4.028755891033408e-12,5.675191449505511e-13,0.015622103665584596,0.1
7.85,58.6,1.1,26.94,18.71,0.0,0.47,0.0,1.4176696115353531e-11,3.718827881536873e-12,5.32230912180508e-13,0.016304570992954844,0.1
9.34,59.0,1.2,27.6,17.41,0.0,0.18,0.0,1.20783219575506e-11,3.169003488725788e-12,4.913215711546007e-13,0.017666216213013633,0.1
10.83,60.0,1.3,26.77,16.05,0.0,0.09,0.0,1.0772673540034673e-11,2.5298850270963065e-12,4.668158534015025e-13,0.018819427549140913,0.1
12.33,62.2,1.0,24.9,15.01,0.0,0.0,0.0,1.0168740103950133e-11,1.9257011489224438e-12,3.269691351752454e-13,0.013964452794316776,0.1
