Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.96,34.2,3.32,1.81,20.68,0.0,44.6,0.0,3.9484844674055406e-11,7.329133766033608e-12,7.6660634104014e-12,0.08431916256835063
1.92,49.5,4.6,-7.24,30.32,0.0,24.65,0.0,4.1357913829299724e-11,6.873719880500158e-12,7.686723378374898e-12,0.08071735825272558
2.88,59.9,4.38,-2.56,33.18,0.0,15.63,0.0,4.0374821181149054e-11,6.120375978595946e-12,5.904564833837491e-12,0.0635128491063854
3.84,65.3,4.31,8.12,35.24,0.0,8.99,0.0,3.598691292324837e-11,5.796802170822786e-12,4.750492946376738e-12,0.05732953191433431
4.8,69.8,3.83,11.3,34.72,0.0,5.81,0.0,3.289417985803921e-11,4.931582966963262e-12,3.6098770445928414e-12,0.0476603972976921
5.76,73.8,3.45,16.0,34.11,0.0,4.38,0.0,3.06435936736321e-11,4.7134549463301315e-12,2.8650514410306438e-12,0.04060476863323086
6.72,76.2,3.24,18.2,34.88,0.0,2.64,0.0,2.8002069197020604e-11,4.531049267411177e-12,2.3812783254159252e-12,0.036932129169725346
7.68,79.3,3.19,19.2,33.08,0.0,1.24,0.0,2.653594812125426e-11,3.864389620642828e-12,2.1349224339672406e-12,0.03494071619852139
8.64,80.3,3.31,23.3,31.11,0.0,0.86,0.0,2.4186153393288142e-11,3.851448821349623e-12,1.9939269671677148e-12,0.035803604859271816
9.6,81.9,3.69,25.5,29.68,0.0,0.52,0.0,2.2643628722011967e-11,3.682001938015615e-12,2.04041489582965e-12,0.03913422803963368
10.6,84.0,3.89,27.8,28.19,0.0,0.32,0.0,2.1572583650906415e-11,3.5776309339681905e-12,1.9980321524291897e-12,0.0402239413000869
11.5,85.6,3.67,31.1,26.95,0.0,0.2,0.0,2.064900568529084e-11,3.749049727970323e-12,1.7706039921733033e-12,0.03723973711647042
12.5,87.9,3.43,35.1,25.7,0.0,0.12,0.0,2.003167161099454e-11,4.050338919709707e-12,1.56333637373632e-12,0.03389374454899098
13.4,90.8,3.36,38.3,24.69,0.0,0.08,0.0,1.9939595944163706e-11,4.284813388589836e-12,1.475705779127534e-12,0.0321416180439411
14.4,95.5,3.18,41.4,23.69,0.0,0.05,0.0,2.0525498138376125e-11,4.488857520039417e-12,1.3669336980112268e-12,0.028922648218897187
15.4,98.0,3.18,43.4,22.77,0.0,0.0,0.0,2.0210678117389596e-11,4.5093054271173575e-12,1.3116317635367125e-12,0.028184825560251852
