Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
0.32,24.4,35.9,0.0,63.28,0.0,1084.92,0.0,6.029469868971382e-11,2.0276940269217323e-10,1.774245641771087e-10,1.2779649098628472
0.64,43.3,16.3,0.0,73.66,0.0,590.57,0.0,9.493913567115488e-11,1.3737348446905021e-10,7.147842547066164e-11,0.3269745983844344
0.96,45.5,16.1,0.0,78.98,0.0,410.97,0.0,6.988774296917274e-11,1.052888749083255e-10,4.9459018101260715e-11,0.3073468641161475
1.28,58.5,15.4,0.35,82.7,0.0,329.34,0.0,8.66465384770866e-11,8.658368508187312e-11,4.561903222383363e-11,0.2286541887627377
1.61,68.8,7.61,0.15,84.22,0.0,268.62,0.0,9.527971628739317e-11,7.138826261274353e-11,2.1077867469391338e-11,0.09607502928150426
1.93,76.9,10.3,-0.05,83.17,0.0,247.67,0.0,9.929898868861609e-11,5.8075805115868193e-11,2.6600249245585063e-11,0.11633896394287369
2.24,82.0,8.09,-0.47,87.04,0.0,227.56,0.0,9.728124975756221e-11,5.480041892527944e-11,1.9195251476553127e-11,0.08569371606334894
2.57,86.9,7.6,-0.95,88.91,0.0,205.02,0.0,9.522607507337779e-11,4.9829712286469415e-11,1.6656344546781846e-11,0.07596405207053426
2.89,97.6,3.03,-1.43,88.98,0.0,200.2,0.0,1.0681967380323002e-10,4.436924349251895e-11,6.632451057864487e-12,0.02696541557718961
3.21,100.0,5.31,-1.14,93.81,0.0,208.58,0.0,1.0095885638506017e-10,4.4410371851175835e-11,1.0721830548093389e-11,0.04612207397812534
3.54,107.0,7.51,-0.39,101.22,0.0,208.47,0.0,1.0481266127332479e-10,4.6896018046878286e-11,1.4712954881545216e-11,0.06096358054380226
3.85,113.0,7.32,0.36,108.53,0.0,196.07,0.0,1.0748444351559673e-10,4.957559012481513e-11,1.3925418168746336e-11,0.05626611694746554
4.17,117.0,5.21,1.52,115.51,0.0,179.96,0.0,1.0638615755460033e-10,5.186482906483865e-11,9.474733006144748e-12,0.038678192319930624
4.5,119.0,5.67,3.07,120.51,0.0,164.19,0.0,1.0198372338917703e-10,5.236202680963842e-11,9.71844893473334e-12,0.04138570945195694
4.82,127.0,5.39,4.63,125.42,0.0,150.99,0.0,1.0844508126093731e-10,5.3025907082641314e-11,9.205023433014994e-12,0.03686373633792956
5.15,132.0,4.34,6.02,129.4,0.0,138.08,0.0,1.0964531718110786e-10,5.291230037592389e-11,7.210010251000122e-12,0.02855815229485019
5.46,134.0,2.36,7.16,133.15,0.0,126.0,0.0,1.0657771598998076e-10,5.291923613630797e-11,3.754080742333651e-12,0.015297536974502602
5.78,137.0,0.89,8.31,136.45,0.0,113.63,0.0,1.052356167703587e-10,5.258336725558509e-11,1.3672948748265584e-12,0.0056426582320276515
6.1,140.0,2.84,9.46,139.41,0.0,101.19,0.0,1.041299575134827e-10,5.2102516809512013e-11,4.224701133404156e-12,0.017619947551503357
6.43,142.0,0.88,10.61,141.85,0.0,86.52,0.0,1.0162841928889912e-10,5.127428614553541e-11,1.2596198447074821e-12,0.0053828048461248106
6.74,144.0,1.23,11.77,142.32,0.0,70.23,0.0,9.970445008400518e-11,4.936189657791493e-11,1.7032843556017552e-12,0.007419197399180551
7.06,146.0,1.57,12.87,140.94,0.0,57.67,0.0,9.784766479432939e-11,4.6351767716196264e-11,2.1043949825629747e-12,0.009340305980658978
8.04,147.0,3.0,16.39,135.68,0.0,40.74,0.0,8.710198964770517e-11,3.81846162102652e-11,3.5551832509267416e-12,0.017726305383806196
9.04,148.0,3.0,20.03,130.79,0.0,31.83,0.0,7.852436899036868e-11,3.2100252086565816e-11,3.1834203644744058e-12,0.017606533050131826
10.04,152.0,2.0,23.68,128.1,0.0,26.64,0.0,7.457665808291414e-11,2.8294028365624e-11,1.9625436337608988e-12,0.011428802155348734
11.04,155.0,2.0,27.08,126.67,0.0,21.02,0.0,7.052511090697407e-11,2.570305162516054e-11,1.82000286211546e-12,0.011207599532987143
12.05,156.0,2.0,30.11,124.98,0.0,15.42,0.0,6.545029444022991e-11,2.3442835369671666e-11,1.6782126779546131e-12,0.011135755946237226
14.05,157.0,2.0,34.48,118.12,0.0,6.42,0.0,5.685549374963321e-11,1.8833512281728274e-11,1.4485476114556232e-12,0.011064827564414058
16.07,153.0,2.0,36.43,108.22,0.0,2.95,0.0,4.720809110061215e-11,1.4485555612031187e-11,1.234198460146723e-12,0.0113541041020458
18.13,153.0,2.0,37.76,101.1,0.0,2.39,0.0,4.184412708145821e-11,1.168400606316013e-11,1.0939641067047899e-12,0.011354104102045797
20.05,154.0,2.0,39.83,96.4,0.0,1.44,0.0,3.83333275015968e-11,1.0074554653032444e-11,9.956708441973193e-13,0.011280376153331214
22.12,153.0,2.0,40.92,91.56,0.0,0.72,0.0,3.4296294031954666e-11,8.5943110904878e-12,8.966351380903181e-13,0.0113541041020458
24.03,150.0,2.0,41.77,87.03,0.0,0.28,0.0,3.0344375374161334e-11,7.460459161042584e-12,8.091833433109689e-13,0.011581186184086715
26.1,149.0,2.0,43.71,82.67,0.0,0.16,0.0,2.756649081088564e-11,6.615322738456289e-12,7.40040021768742e-13,0.011658912265859108
28.16,148.0,2.0,45.41,79.06,0.0,0.08,0.0,2.5208107090658125e-11,5.9697892381131805e-12,6.813001916394088e-13,0.011737688700087887
30.08,146.0,2.0,45.29,76.07,0.0,0.04,0.0,2.2965575580052043e-11,5.327145753428757e-12,6.291938515082752e-13,0.011898478956253473
32.14,147.0,2.0,44.56,73.27,0.0,0.02,0.0,2.178904781479619e-11,4.708749508857431e-12,5.92899260266563e-13,0.011817536922537463
34.06,148.0,2.0,44.81,70.91,0.0,0.01,0.0,2.084146493461341e-11,4.302691272543295e-12,5.632828360706327e-13,0.011737688700087887
36.12,148.0,2.0,45.9,68.62,0.0,0.01,0.0,1.9652832106116637e-11,4.0026694537415056e-12,5.311576244896388e-13,0.011737688700087887
38.19,149.0,2.0,46.75,66.59,0.0,0.0,0.0,1.883962844106089e-11,3.736083525434523e-12,5.057618373439165e-13,0.01165891226585911
40.1,150.0,2.0,47.48,64.84,0.0,0.0,0.0,1.818392369678546e-11,3.520781974073503e-12,4.849046319142789e-13,0.011581186184086713
42.17,150.0,3.0,48.93,63.1,0.0,0.0,0.0,1.7291328912523047e-11,3.3698493771482243e-12,6.916531565009219e-13,0.01737177927613007
44.08,149.0,3.0,47.84,61.63,0.0,0.0,0.0,1.632226429591913e-11,3.0788829918011615e-12,6.572723877551328e-13,0.017488368398788662
