Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs,err_log_g_bar
0.87,20.9,4.7,4.05,19.26,0.0,68.02,0.0,1.6271319559167998e-11,7.519960139929186e-12,7.31820114144398e-12,0.19532861865505105,0.1
1.74,36.4,3.9,8.89,32.89,0.0,56.39,0.0,2.4677603034632028e-11,1.1545893644814278e-11,5.2880577931354344e-12,0.09306310326498253,0.1
2.61,43.4,3.9,12.07,42.35,0.0,36.37,0.0,2.338774804367e-11,1.294382334796546e-11,4.203327989415345e-12,0.07805292531901759,0.1
3.5,51.2,4.7,13.47,46.88,0.0,25.35,0.0,2.4272881319639636e-11,1.1854845643567398e-11,4.456349304777589e-12,0.07973375253692513,0.1
4.37,59.7,3.9,14.33,50.13,0.0,17.79,0.0,2.6431187779302225e-11,1.0841091589831664e-11,3.4533210163912457e-12,0.05674199261047511,0.1
5.24,64.5,4.4,18.1,50.81,0.0,11.52,0.0,2.5729870307362373e-11,1.000954296664875e-11,3.5104319179037035e-12,0.05925258047672272,0.1
6.11,67.9,3.9,21.23,49.78,0.0,7.62,0.0,2.44538809267209e-11,8.96246317374435e-12,2.809135069638042e-12,0.04988949865751641,0.1
6.55,72.8,7.3,22.41,49.26,0.0,6.38,0.0,2.6222307957410524e-11,8.487783532552628e-12,5.258869452997165e-12,0.08709751972235544,0.1
6.98,70.3,6.1,23.49,48.73,0.0,5.35,0.0,2.2945878110487885e-11,8.074492370614232e-12,3.982072730411838e-12,0.0753683169163538,0.1
7.85,73.7,6.1,25.32,47.5,0.0,3.71,0.0,2.2424087212083024e-11,7.304045244777757e-12,3.711992727101939e-12,0.07189135249958849,0.1
8.72,77.6,6.1,26.4,46.22,0.0,2.54,0.0,2.2379810891183627e-11,6.559992128419924e-12,3.5184754236139207e-12,0.06827825617551123,0.1
9.16,79.1,7.3,26.4,45.5,0.0,2.07,0.0,2.213639767381804e-11,6.128062441540516e-12,4.085858483410156e-12,0.08016054912499969,0.1
