Rad,Vobs,errV,Vgas,Vdisk,Vbul,SBdisk,SBbul,g_obs,g_bar,err_g_obs,err_log_g_obs
1.23,28.7,3.4,13.65,27.5,0.0,58.0,0.0,2.1702418645101684e-11,1.487194933552797e-11,5.142036473403884e-12,0.10289904100843597
1.84,37.6,2.6,18.65,32.63,0.0,38.02,0.0,2.4900457222687275e-11,1.5502566272704875e-11,3.4436802542014315e-12,0.06006200281640716
2.46,43.1,1.2,21.85,36.38,0.0,29.5,0.0,2.4471967548062585e-11,1.5007373070759706e-11,1.362708169729703e-12,0.024183451428487338
3.07,50.1,2.8,25.04,38.7,0.0,21.65,0.0,2.649637923646118e-11,1.4523827906978742e-11,2.9616711322192136e-12,0.04854389418479461
3.68,58.1,4.5,28.73,39.68,0.0,16.32,0.0,2.972719287767209e-11,1.4201870698213796e-11,4.60490079000084e-12,0.06727453248071026
4.3,64.6,4.1,32.28,39.98,0.0,13.06,0.0,3.1451838376026206e-11,1.3876554166474746e-11,3.9923386173903244e-12,0.05512716333756448
4.91,68.5,2.7,34.59,39.99,0.0,10.93,0.0,3.0970563387610656e-11,1.3174778659612287e-11,2.441475069972227e-12,0.034236353317920576
5.52,72.3,0.8,36.37,39.87,0.0,9.36,0.0,3.0689299229379105e-11,1.243229483152828e-11,6.791546164177948e-13,0.009610942891358268
6.14,74.2,2.4,37.73,39.71,0.0,8.35,0.0,2.9059550635142914e-11,1.167522381670531e-11,1.8798631138636927e-12,0.028094521740372084
6.75,78.9,2.6,38.68,39.75,0.0,7.82,0.0,2.9888195027636406e-11,1.0976272915812214e-11,1.9698176697555045e-12,0.028622703496792256
7.37,82.4,2.3,39.3,40.35,0.0,7.39,0.0,2.985632780434428e-11,1.0371158813175424e-11,1.6667367463590256e-12,0.024244594863531047
7.98,84.3,4.8,39.72,41.04,0.0,6.69,0.0,2.8860357915176568e-11,9.827192918306538e-12,3.2865888017282923e-12,0.04945702285019237
8.59,85.4,7.3,40.39,41.57,0.0,5.95,0.0,2.7515159355492222e-11,9.414424412255215e-12,4.703996798479934e-12,0.07424706599282757
9.21,85.3,4.6,40.44,42.03,0.0,5.36,0.0,2.560282495536177e-11,8.862542762014075e-12,2.7613832308244816e-12,0.04684067096729093
9.82,86.8,4.0,39.94,42.44,0.0,4.85,0.0,2.4864367573922074e-11,8.236530990437026e-12,2.2916467810066427e-12,0.0400271411892398
10.43,85.4,5.7,39.15,42.87,0.0,4.39,0.0,2.266109480955687e-11,7.617667514073746e-12,3.0250173399174277e-12,0.05797373646015305
11.05,85.4,7.0,37.71,43.32,0.0,3.97,0.0,2.13896125668487e-11,6.922525405600307e-12,3.5064938634178196e-12,0.07119581670545111
11.66,86.2,4.1,36.23,43.95,0.0,3.59,0.0,2.0652157862172888e-11,6.332622119444939e-12,1.9645904230837316e-12,0.04131339619033253
12.28,86.1,6.2,35.41,44.71,0.0,3.25,0.0,1.9563988143426358e-11,5.946777611516392e-12,2.817577851085794e-12,0.06254647590708853
12.89,87.4,2.5,34.67,45.88,0.0,2.94,0.0,1.9205225142729356e-11,5.6682112258933765e-12,1.0986970905451577e-12,0.02484522207684507
13.5,86.5,5.5,33.61,48.0,0.0,0.0,0.0,1.796171914244921e-11,5.477234116288094e-12,2.284149255109148e-12,0.05522820001081816
